index,trackID,x,y,t
0,0,126.22603218269077,88.29527365416615,16.0
1,0,125.8626727472892,92.52166738895627,17.0
2,0,87.64020041681644,26.81975182319785,77.0
3,0,86.57960492296867,24.210292719400023,78.0
4,0,86.57960492296867,24.210292719400023,78.0
5,0,83.30792839636077,22.215886561254813,79.0
6,0,142.62897555527417,116.25500229517813,43.0
7,0,143.20561929068856,115.62211846422602,44.0
8,0,118.0169509317794,83.75784981283958,6.0
9,0,120.04916926196236,85.74460876288893,7.0
10,0,66.26889832813676,3.622475733924015,90.0
11,0,68.84562004280333,4.5669144844662295,91.0
12,0,137.53944223812974,112.20957178416495,48.0
13,0,135.04375183564986,108.5047331224669,49.0
14,0,116.31385272810131,74.87583893580495,59.0
15,0,114.4807306850004,71.9750975809628,60.0
16,0,119.41296447172543,75.10622530086725,1.0
17,0,119.03024712049,73.81824148854379,2.0
18,0,80.68434609939344,16.578071087690347,81.0
19,0,79.185715077831,13.400473942896365,82.0
20,0,141.38583033297562,117.29379718503641,42.0
21,0,142.62897555527417,116.25500229517813,43.0
22,0,119.1444849732948,77.89227200791584,3.0
23,0,116.1178273513273,83.58385251145953,4.0
24,0,141.99841345356253,117.97946159562369,40.0
25,0,140.82988040497833,117.08392730520374,41.0
26,0,67.69442635783585,4.838412619972528,89.0
27,0,66.26889832813676,3.622475733924015,90.0
28,0,140.63628153796316,117.31685406247,46.0
29,0,138.26424795020324,115.77689017375305,47.0
30,0,68.84562004280333,4.5669144844662295,91.0
31,0,69.08047768346874,8.595572466712332,92.0
32,0,117.31961649933154,78.81740693058481,58.0
33,0,116.31385272810131,74.87583893580495,59.0
34,0,83.44172101794773,19.592223069702246,80.0
35,0,80.68434609939344,16.578071087690347,81.0
36,0,130.76536971158913,113.65745899110253,34.0
37,0,133.3805447761003,113.63045103977686,35.0
38,0,113.96800029432985,113.51148780039685,29.0
39,0,116.20271038725323,114.6989049685418,30.0
40,0,76.29109870969846,13.37665109174942,97.0
41,0,76.94089028307862,12.6798579683834,98.0
42,0,78.07165235718011,8.989372258079582,83.0
43,0,78.00469428168586,5.207291294041972,84.0
44,0,124.94959815562444,88.61470291545868,14.0
45,0,126.21747830258764,88.66232307494799,15.0
46,0,102.28795119258041,51.11431042791352,67.0
47,0,102.15600479992537,49.3825719151163,68.0
48,0,120.04916926196236,85.74460876288893,7.0
49,0,120.15146778606884,88.78279828718435,8.0
50,0,140.82988040497833,117.08392730520374,41.0
51,0,141.38583033297562,117.29379718503641,42.0
52,0,118.89878996709943,82.91182247909255,57.0
53,0,117.31961649933154,78.81740693058481,58.0
54,0,123.87674413999771,89.44672262425257,9.0
55,0,126.09331978163914,92.51165684727728,10.0
56,0,136.85394165606112,113.50344884093843,36.0
57,0,138.95899719074137,115.40861493160266,37.0
58,0,89.36929079341957,27.123757872710925,76.0
59,0,87.64020041681644,26.81975182319785,77.0
60,0,78.00469428168586,5.207291294041972,84.0
61,0,75.08297615510405,2.6380735335480456,85.0
62,0,117.6517830704297,75.19330253698746,0.0
63,0,119.41296447172543,75.10622530086725,1.0
64,0,83.30792839636077,22.215886561254813,79.0
65,0,83.44172101794773,19.592223069702246,80.0
66,0,69.08047768346874,8.595572466712332,92.0
67,0,69.18762991853069,8.424844897440563,93.0
68,0,127.8356671006502,93.12356954713994,11.0
69,0,126.95546230025215,90.91454835478285,12.0
70,0,123.18422954708124,90.30703349236765,55.0
71,0,120.84190595078434,86.80520479816765,56.0
72,0,91.10756768332459,28.995450978013864,75.0
73,0,89.36929079341957,27.123757872710925,76.0
74,0,125.19246736750128,96.6735249531188,20.0
75,0,120.4943167248032,98.03639663010306,21.0
76,0,138.95899719074137,115.40861493160266,37.0
77,0,141.94097561800132,114.39910016810951,38.0
78,0,135.04375183564986,108.5047331224669,49.0
79,0,133.04959651253503,107.8182154389183,50.0
80,0,107.59980561800577,60.981909274486725,64.0
81,0,107.02488173005798,58.28831336296443,65.0
82,0,113.87697307030645,112.95036017072954,28.0
83,0,113.96800029432985,113.51148780039685,29.0
84,0,94.22278027908851,38.152941345027436,72.0
85,0,96.20282419989245,35.00484027074279,73.0
86,0,69.75978227505927,6.03820115108934,87.0
87,0,66.91930293986631,4.860964458225708,88.0
88,0,109.68224973330628,63.270423537295464,63.0
89,0,107.59980561800577,60.981909274486725,64.0
90,0,102.15600479992537,49.3825719151163,68.0
91,0,99.794288125902,45.907246738218596,69.0
92,0,75.08297615510405,2.6380735335480456,85.0
93,0,75.68709935388799,6.944427487644856,86.0
94,0,133.04959651253503,107.8182154389183,50.0
95,0,132.46697135018874,103.30573840018292,51.0
96,0,126.21747830258764,88.66232307494799,15.0
97,0,126.22603218269077,88.29527365416615,16.0
98,0,117.14868806326237,80.77029223416628,5.0
99,0,118.0169509317794,83.75784981283958,6.0
100,0,119.01226927588785,115.48255118314708,31.0
101,0,122.91430268665708,115.03216300699819,32.0
102,0,131.1638427172718,101.54792672077042,52.0
103,0,128.59991942817265,95.94604111758301,53.0
104,0,116.20271038725323,114.6989049685418,30.0
105,0,119.01226927588785,115.48255118314708,31.0
106,0,125.8626727472892,92.52166738895627,17.0
107,0,127.85891722308031,95.26193980435109,18.0
108,0,96.52468826699284,43.715776015338214,70.0
109,0,95.00188437009732,41.75168168486081,71.0
110,0,75.68709935388799,6.944427487644856,86.0
111,0,69.75978227505927,6.03820115108934,87.0
112,0,115.26499791661304,103.75715957892749,23.0
113,0,111.90530919137808,105.4171802377048,24.0
114,0,113.00494879323946,68.87630491876294,61.0
115,0,111.4138356180573,65.03421158244528,62.0
116,0,125.26679687058176,91.3569493219837,13.0
117,0,124.94959815562444,88.61470291545868,14.0
118,0,66.91930293986631,4.860964458225708,88.0
119,0,67.69442635783585,4.838412619972528,89.0
120,0,142.33353543251525,114.70280140334506,45.0
121,0,140.63628153796316,117.31685406247,46.0
122,0,69.18762991853069,8.424844897440563,93.0
123,0,71.6031847332327,11.188310556148023,94.0
124,0,120.15146778606884,88.78279828718435,8.0
125,0,123.87674413999771,89.44672262425257,9.0
126,0,110.09000445852837,105.31972469614566,25.0
127,0,111.4315970418593,109.27929294858579,26.0
128,0,111.4138356180573,65.03421158244528,62.0
129,0,109.68224973330628,63.270423537295464,63.0
130,0,114.4807306850004,71.9750975809628,60.0
131,0,113.00494879323946,68.87630491876294,61.0
132,0,113.45466209084314,113.25005194142807,27.0
133,0,113.87697307030645,112.95036017072954,28.0
134,0,145.08236831517132,116.57111339810801,39.0
135,0,141.99841345356253,117.97946159562369,40.0
136,0,120.84190595078434,86.80520479816765,56.0
137,0,118.89878996709943,82.91182247909255,57.0
138,0,104.54835170438848,55.04117229053685,66.0
