frameID,track_no,x,y,time
2,51,19.3296,571.131,24
2,52,50.9622,18.9404,24
2,53,221.782,517.841,24
2,54,314.946,573.058,24
2,55,175.941,469.576,24
2,56,142.369,409.827,24
2,57,132.575,377.038,24
2,58,54.1567,129.866,24
2,59,73.7276,409.125,24
2,60,87.2688,359.064,24
2,61,45.0458,590.687,24
2,62,484.041,78.0358,24
2,63,44.5351,550.638,24
2,64,2.67984,396.786,24
2,65,5.71612,1.47523,24
2,66,56.693,250.902,24
2,67,152.286,441.497,24
2,68,-1.46569,500.923,24
2,69,706.493,554.5,24
2,70,245.175,515.413,24
2,71,746.146,551.481,24
3,0,766.134,592.975,32
3,1,725.504,562.816,32
3,2,778.785,479.421,32
3,3,63.3547,340.824,32
3,4,199.51,588.959,32
3,5,707.838,574.406,32
3,6,250.222,549.478,32
3,7,42.5107,466.761,32
3,8,64.839,557.551,32
3,9,43.1418,512.749,32
3,10,680.814,565.892,32
3,11,158.535,569.301,32
3,12,296.738,543.938,32
3,13,8.55347,463.859,32
3,14,642.955,561.086,32
3,15,564.33,589.654,32
3,16,87.6047,434.111,32
3,17,745.734,495.642,32
3,18,779.52,567.576,32
3,19,122.048,513.284,32
3,20,730.041,582.912,32
3,21,17.3474,181.428,32
3,22,105.59,460.7,32
3,23,66.0761,510.827,32
3,24,367.225,587.563,32
3,25,20.0552,592.934,32
3,26,153.618,527.985,32
3,27,121.975,531.45,32
3,28,560.264,558.228,32
3,29,47.465,219.892,32
3,30,82.9811,527.15,32
3,31,42.3707,53.394,32
3,32,791.085,529.865,32
3,33,384.578,561.12,32
3,34,543.131,586.828,32
3,35,50.9307,327.101,32
3,36,248.087,583.907,32
3,37,748.53,514.038,32
3,38,426.363,586.439,32
3,39,589.661,598.315,32
3,40,25.4308,197.167,32
3,41,803.991,423.017,32
3,42,13.4997,108.794,32
3,43,30.3462,90.3999,32
3,44,431.71,565.063,32
3,45,73.202,576.166,32
3,46,217.937,541.54,32
3,47,224.359,588.783,32
3,48,108.294,366.694,32
3,49,195.574,562.772,32
3,50,120.273,404.837,32
3,51,15.9546,570.943,32
3,52,51.8318,18.8059,32
3,53,221.926,514.641,32
3,54,312.749,570.654,32
3,55,173.365,467.763,32
3,56,144.544,410.537,32
3,57,133.584,378.576,32
3,58,55.4455,128.572,32
3,59,73.3343,408.62,32
3,60,88.7275,358.646,32
3,61,43.0805,591.943,32
3,62,482.816,78.7623,32
3,63,44.1195,551.022,32
3,64,3.98839,395.539,32
3,65,4.86098,2.80325,32
3,66,58.9726,248.87,32
3,67,152.864,439.31,32
3,68,-5.45261,504.054,32
3,69,702.242,551.151,32
3,70,245.726,511.866,32
3,71,742.975,550.02,32
4,0,767.655,591.539,40
4,1,723.089,561.761,40
4,2,779.417,473.867,40
4,3,64.9032,337.606,40
4,4,201.215,584.381,40
4,5,706.603,572.412,40
4,6,252.961,545.915,40
4,7,45.0483,467.226,40
4,8,64.9013,555.016,40
4,9,43.6494,512.88,40
4,10,680.21,563.458,40
4,11,161.65,564.018,40
4,12,298.006,544.06,40
4,13,10.3927,463.779,40
4,14,642.83,558.064,40
4,15,564.926,589.684,40
4,16,88.1081,430.921,40
4,17,745.98,493.32,40
4,18,780.628,567.774,40
4,19,123.123,510.786,40
4,20,727.589,581.723,40
4,21,20.7526,181.017,40
4,22,107.127,457.415,40
4,23,67.1031,511.021,40
4,24,366.481,584.904,40
4,25,19.1754,591.748,40
4,26,156.108,523.177,40
4,27,123.828,529.025,40
4,28,561.004,557.011,40
4,29,49.8709,220.438,40
4,30,83.8773,526.98,40
4,31,43.3695,52.5092,40
4,32,789.584,532.403,40
4,33,385.294,559.322,40
4,34,542.673,584.788,40
4,35,52.6416,324.828,40
4,36,249.298,581.179,40
4,37,748.924,512.685,40
4,38,428.299,584.176,40
4,39,590.939,597.962,40
4,40,28.8946,197.412,40
4,41,802.105,420.538,40
4,42,13.6598,106.922,40
4,43,31.3938,89.9889,40
4,44,434.337,562.651,40
4,45,72.3101,575.58,40
4,46,220.106,537.819,40
4,47,225.333,585.711,40
4,48,107.37,361.068,40
4,49,198.053,557.619,40
4,50,119.625,400.783,40
4,51,16.6283,570.165,40
4,52,53.4136,18.3966,40
4,53,223.711,511.471,40
4,54,312.679,568.268,40
4,55,174.321,466.615,40
4,56,141.862,406.202,40
4,57,133.099,374.734,40
4,58,57.0124,124.479,40
4,59,73.4244,404.74,40
4,60,88.8892,354.245,40
4,61,43.3056,589.623,40
4,62,482.64,78.765,40
4,63,46.4383,550.064,40
4,64,4.007,395.235,40
4,65,-1.44723,6.12752,40
4,66,62.0196,248.688,40
4,67,152.094,438.053,40
4,68,-4.68574,502.262,40
4,69,700.655,549.218,40
4,70,249.084,508.459,40
4,71,739.129,551.369,40
5,0,766.742,590.348,48
5,1,720.252,561.632,48
5,2,778.133,474.44,48
5,3,67.0457,336.647,48
5,4,203.44,579.321,48
5,5,703.728,571.129,48
5,6,252.281,544.327,48
5,7,46.9646,464.688,48
5,8,65.9603,555.871,48
5,9,44.0558,513.1,48
5,10,678.102,561.674,48
5,11,162.054,563.481,48
5,12,300.6,543.04,48
5,13,13.0955,460.186,48
5,14,642.135,553.144,48
5,15,564.398,586.801,48
5,16,87.5376,427.873,48
5,17,745.287,491.9,48
5,18,780.853,568.272,48
5,19,124.88,508.316,48
5,20,724.954,580.762,48
5,21,22.0567,180.449,48
5,22,108.19,454.96,48
5,23,66.8468,509.735,48
5,24,364.804,581.502,48
5,25,17.4064,592.474,48
5,26,155.98,522.897,48
5,27,125.079,526.771,48
5,28,559.726,554.109,48
5,29,52.2407,219.056,48
5,30,84.1418,525.603,48
5,31,44.0151,51.7574,48
5,32,788.815,528.021,48
5,33,385.907,558.126,48
5,34,541.977,583.142,48
5,35,54.5703,323.856,48
5,36,248.762,579.046,48
5,37,747.287,512.075,48
5,38,431.075,582.666,48
5,39,591.355,592.505,48
5,40,30.3721,196.954,48
5,41,800.59,422.465,48
5,42,15.6841,106.938,48
5,43,31.4348,91.4172,48
5,44,435.191,560.821,48
5,45,72.8565,577.047,48
5,46,219.665,534.695,48
5,47,224.41,580.858,48
5,48,108.346,358.228,48
5,49,197.522,554.972,48
5,50,119.296,397.338,48
5,51,13.8719,568.245,48
5,52,55.2301,19.1306,48
5,53,223.904,507.555,48
5,54,312.95,564.195,48
5,55,176.586,464.886,48
5,56,142.269,401.221,48
5,57,133.211,371.236,48
5,58,57.286,121.589,48
5,59,74.5057,402.971,48
5,60,91.1216,351.767,48
5,61,43.4193,601.196,48
5,62,481.91,80.2727,48
5,63,45.7384,548.77,48
5,64,6.21284,394.13,48
5,65,-2.28582,7.95588,48
5,66,63.8897,247.652,48
5,67,153.148,434.383,48
5,68,-4.02028,500.608,48
5,69,699.125,548.255,48
5,70,251.017,505.727,48
5,71,736.903,553.133,48
6,0,766.462,591.767,56
6,1,717.807,562.607,56
6,2,778.608,474.007,56
6,3,71.2399,337.347,56
6,4,204.727,577.576,56
6,5,701.523,571.509,56
6,6,250.153,539.222,56
6,7,45.8005,465.505,56
6,8,67.5971,554.478,56
6,9,43.531,511.053,56
6,10,677.12,560.592,56
6,11,162.529,566.285,56
6,12,301.32,540.177,56
6,13,11.4035,460.466,56
6,14,643.002,549.147,56
6,15,564.436,584.291,56
6,16,87.1621,428.252,56
6,17,743.79,490.501,56
6,18,778.515,568.846,56
6,19,126.737,507.549,56
6,20,723.243,581.331,56
6,21,23.1871,180.568,56
6,22,108.813,454.569,56
6,23,66.6378,507.225,56
6,24,363.725,579.902,56
6,25,17.4024,594.557,56
6,26,158.912,520.945,56
6,27,126.707,526.412,56
6,28,560.571,551.319,56
6,29,56.0115,218.027,56
6,30,84.9582,523.714,56
6,31,46.3951,51.5735,56
6,32,786.284,525.941,56
6,33,385.472,555.216,56
6,34,540.582,579.66,56
6,35,57.8371,324.248,56
6,36,248.162,576.906,56
6,37,745.763,511.078,56
6,38,431.181,580.845,56
6,39,590.793,590.755,56
6,40,31.7634,197.125,56
6,41,799.391,422.469,56
6,42,17.0037,105.947,56
6,43,32.5007,90.7174,56
6,44,434.271,559.429,56
6,45,74.0053,576.784,56
6,46,220.034,533.204,56
6,47,226.917,579.726,56
6,48,112.106,360.526,56
6,49,198.336,552.99,56
6,50,121.744,397.334,56
6,51,15.1732,567.826,56
6,52,57.7658,21.2871,56
6,53,223.984,504.267,56
6,54,315.53,560.601,56
6,55,177.714,463.78,56
6,56,145.165,400.657,56
6,57,136.486,372.004,56
6,58,58.4501,117.119,56
6,59,75.5214,403.683,56
6,60,94.2387,352.026,56
6,61,41.2457,603.395,56
6,62,482.217,82.4474,56
6,63,47.2785,547.555,56
6,64,8.66706,396.241,56
6,65,-10.1028,2.9386,56
6,66,67.9781,246.626,56
6,67,154.447,432.258,56
6,68,-7.04788,504.503,56
6,69,698.322,549.634,56
6,70,253.88,500.965,56
6,71,734.605,554.019,56
7,0,765.344,591.736,64
7,1,716.017,561.945,64
7,2,778.281,474.477,64
7,3,72.8198,335.796,64
7,4,202.014,575.363,64
7,5,700.065,569.736,64
7,6,248.77,535.85,64
7,7,46.2027,463.414,64
7,8,67.0596,552.594,64
7,9,44.4382,509.154,64
7,10,675.806,559.219,64
7,11,159.073,565.985,64
7,12,299.832,538.104,64
7,13,13.652,459.467,64
7,14,639.72,545.109,64
7,15,567.631,578.698,64
7,16,88.3535,430.343,64
7,17,743.551,489.925,64
7,18,777.059,569.08,64
7,19,126.415,507.28,64
7,20,721.176,580.808,64
7,21,25.513,180.516,64
