ID of track,time index,cell row,cell col
19,104,211.105263,956.789474
19,105,219.736842,954.684211
19,106,222.640000,953.240000
19,107,224.800000,951.550000
19,108,227.074074,950.407407
19,109,229.500000,948.000000
19,110,230.378378,949.756757
19,111,228.500000,949.000000
19,112,232.142857,947.885714
19,113,234.275862,944.413793
19,114,235.285714,943.500000
19,115,234.740741,944.555556
19,116,239.982143,935.089286
19,117,255.125000,911.125000
19,118,266.000000,895.500000
19,119,261.360000,891.240000
19,120,259.125000,893.125000
19,121,257.545455,895.909091
19,122,241.785714,894.166667
19,123,237.866667,897.466667
19,124,229.886076,927.734177
19,125,237.205882,933.279412
19,126,269.000000,937.379310
19,127,286.560976,938.195122
20,0,209.000000,1086.714286
20,1,208.151515,1089.696970
20,2,208.000000,1090.000000
20,3,207.136364,1087.454545
20,4,206.210526,1089.000000
20,5,206.500000,1088.500000
20,6,206.000000,1088.000000
20,7,205.782609,1087.391304
20,8,206.500000,1086.500000
20,9,206.600000,1087.475000
20,10,207.000000,1088.000000
20,11,206.500000,1088.000000
20,12,206.761905,1088.619048
20,13,206.500000,1087.000000
20,14,206.500000,1087.000000
20,15,206.500000,1088.785714
20,16,206.837209,1088.441860
20,17,205.833333,1088.833333
20,18,206.500000,1086.000000
20,19,206.200000,1085.133333
20,20,206.071429,1083.767857
20,21,205.896552,1083.827586
20,22,206.000000,1083.500000
20,23,206.833333,1083.166667
20,24,206.683333,1081.666667
20,25,207.285714,1080.428571
20,26,206.861111,1077.916667
20,27,207.400000,1075.800000
20,28,207.275862,1076.413793
20,29,208.250000,1075.285714
20,30,209.000000,1073.500000
20,31,208.250000,1077.000000
20,32,207.896552,1074.827586
20,33,209.000000,1074.500000
20,34,208.588235,1069.882353
20,35,209.000000,1068.307692
20,36,208.235294,1066.882353
20,37,209.891304,1067.630435
20,38,210.363636,1064.454545
20,39,211.837209,1066.302326
20,40,211.542857,1064.085714
20,41,212.080000,1064.780000
20,42,211.736842,1065.684211
20,43,211.222222,1064.244444
20,44,212.846154,1064.538462
20,45,213.416667,1064.750000
20,46,212.111111,1064.333333
20,47,214.411765,1061.117647
20,48,214.083333,1062.916667
20,49,215.000000,1061.619048
20,50,214.588235,1061.882353
20,51,214.023256,1061.581395
20,52,216.428571,1062.489796
20,53,215.600000,1064.200000
20,54,215.833333,1061.366667
20,55,215.250000,1060.050000
20,56,216.606061,1062.727273
20,57,219.491525,1060.093220
20,58,225.625000,1057.750000
20,59,222.152174,1061.217391
20,60,225.653846,1054.346154
20,61,229.500000,1055.000000
20,62,223.813559,1053.898305
20,63,226.312500,1055.750000
20,64,224.586207,1053.275862
20,65,228.731707,1055.439024
20,66,228.200000,1055.000000
20,67,225.086957,1053.391304
20,68,231.250000,1055.204545
20,69,228.931818,1054.863636
20,70,232.608696,1054.217391
20,71,230.000000,1055.000000
20,72,229.000000,1054.285714
20,73,232.208333,1058.076389
20,74,246.074074,1049.018519
20,75,249.138889,1050.388889
20,76,250.939394,1049.121212
20,77,255.166667,1050.166667
20,78,256.708333,1049.041667
20,79,255.125000,1050.875000
20,80,259.295455,1051.613636
20,81,261.000000,1051.000000
20,82,261.209302,1048.651163
20,83,261.700000,1047.850000
20,84,263.500000,1048.500000
20,85,261.081633,1044.979592
20,86,258.300000,1045.480000
20,87,256.457143,1045.085714
20,88,254.625000,1045.550000
20,89,258.932432,1045.324324
20,90,249.984848,1038.277778
20,91,257.822222,1042.333333
20,92,262.076923,1045.615385
20,93,268.888889,1047.395062
20,94,265.014925,1036.358209
20,95,249.828571,1028.942857
20,96,232.656250,1020.312500
20,97,218.732394,1022.845070
20,98,211.617978,1026.471910
20,99,211.500000,1029.000000
20,100,213.500000,1029.500000
20,101,208.500000,1032.500000
20,102,208.102041,1028.857143
20,103,207.500000,1031.500000
20,104,211.384615,1031.615385
20,105,209.500000,1032.000000
20,106,208.950000,1026.900000
20,107,207.315789,1025.684211
20,108,206.195122,1024.756098
20,109,210.000000,1022.200000
20,110,210.017544,1031.421053
20,111,209.350000,1032.325000
20,112,208.733333,1032.966667
20,113,209.000000,1030.000000
20,114,220.790698,1007.232558
20,115,234.000000,996.500000
20,116,249.296296,988.148148
20,117,267.500000,991.500000
20,118,273.545455,993.636364
20,119,277.633333,989.366667
20,120,279.413793,989.724138
20,121,285.500000,976.500000
20,122,292.000000,972.200000
20,123,297.071429,972.303571
20,124,298.500000,967.000000
20,125,298.553571,971.392857
20,126,305.200000,965.700000
21,0,330.058824,793.970588
21,1,329.384615,796.307692
21,2,329.381579,797.302632
21,3,326.265625,797.125000
21,4,326.500000,797.592593
21,5,321.911111,798.755556
21,6,323.982759,797.620690
21,7,322.500000,799.500000
21,8,324.733333,802.333333
21,9,323.500000,799.000000
21,10,325.470588,798.647059
21,11,326.500000,807.777778
21,12,343.310345,810.931034
21,13,339.822222,804.600000
21,14,325.600000,808.200000
21,15,323.750000,812.950000
21,16,328.885714,807.885714
21,17,320.125000,808.125000
21,18,323.580645,810.548387
21,19,321.000000,810.000000
21,20,315.285714,814.000000
21,21,316.654545,809.072727
21,22,329.428571,814.771429
21,23,329.142857,807.000000
21,24,335.500000,802.294118
21,25,322.500000,807.500000
21,26,319.857143,809.800000
21,27,326.592593,806.259259
21,28,319.539683,814.555556
21,29,319.052632,821.921053
21,30,321.666667,821.888889
21,31,323.500000,822.500000
21,32,324.652174,821.500000
21,33,325.300000,826.900000
21,34,325.047619,821.928571
21,35,323.746269,825.402985
21,36,322.000000,822.225352
21,37,323.260870,826.173913
21,38,325.500000,824.705882
21,39,328.112903,825.403226
21,40,325.545455,824.363636
21,41,324.500000,826.000000
21,42,325.324324,827.621622
21,43,325.777778,831.388889
21,44,326.444444,832.222222
21,45,327.095238,833.178571
21,46,327.155844,834.220779
21,47,326.547170,828.566038
21,48,325.938776,828.306122
21,49,326.678571,830.285714
21,50,327.528571,828.185714
21,51,326.847826,828.086957
21,52,330.145161,829.967742
21,53,327.232877,829.630137
21,54,329.548387,829.419355
21,55,326.933333,826.444444
21,56,328.415094,830.320755
21,57,330.884615,830.653846
21,58,325.631579,827.789474
21,59,326.471264,826.321839
21,60,324.500000,818.500000
21,61,323.678571,820.642857
21,62,324.145455,817.781818
21,63,324.714286,821.500000
21,64,324.111111,817.962963
21,65,324.786517,824.966292
21,66,329.000000,830.500000
21,67,327.909091,827.779221
21,68,327.615385,828.384615
21,69,332.783784,833.801802
21,70,342.500000,835.000000
21,71,362.960000,837.240000
21,72,366.038462,834.307692
21,73,365.645833,834.479167
21,74,369.157895,831.157895
21,75,359.600000,829.600000
21,76,350.425532,827.680851
21,77,350.372881,831.169492
21,78,351.218182,831.072727
21,79,351.924242,831.848485
21,80,352.835616,833.465753
21,81,352.892857,834.500000
21,82,352.090909,837.636364
21,83,354.969697,838.787879
21,84,354.142857,836.500000
21,85,354.574468,835.319149
21,86,354.200000,837.500000
21,87,354.015625,835.718750
21,88,354.500000,837.500000
21,89,353.895833,839.375000
21,90,354.584906,837.320755
21,91,352.960000,834.400000
21,92,354.190476,836.928571
21,93,353.100000,840.050000
21,94,352.625000,842.843750
21,95,351.611111,844.388889
21,96,352.500000,839.000000
21,97,349.469697,828.257576
21,98,346.435897,819.564103
21,99,345.916667,814.972222
21,100,346.000000,814.200000
21,101,347.333333,807.333333
21,102,349.666667,802.666667
21,103,349.789474,803.105263
21,104,350.789474,802.368421
21,105,349.500000,804.500000
22,0,541.722222,406.111111
22,1,541.913043,407.782609
22,2,541.750000,408.363636
22,3,541.500000,407.000000
22,4,540.485714,407.600000
22,5,539.108696,406.630435
22,6,539.439024,405.731707
22,7,538.181818,406.272727
22,8,538.655738,406.442623
22,9,538.689655,404.137931
22,10,538.894737,404.578947
22,11,538.714286,404.500000
22,12,539.400000,403.800000
22,13,539.142857,401.885714
22,14,539.285714,402.000000
22,15,539.413793,403.896552
22,16,538.500000,404.500000
22,17,537.179487,404.564103
22,18,539.000000,403.500000
22,19,538.046512,404.162791
22,20,538.344262,404.081967
22,21,538.250000,403.687500
22,22,537.476190,404.738095
22,23,537.500000,404.294118
22,24,536.960000,404.400000
22,25,536.611111,404.138889
22,26,536.407407,404.740741
22,27,536.473684,404.368421
22,28,537.200000,404.500000
22,29,537.483333,404.900000
22,30,537.500000,405.000000
22,31,536.380952,406.523810
22,32,536.285714,404.500000
22,33,536.588235,404.882353
22,34,536.177778,404.400000
22,35,535.127273,405.400000
22,36,536.052632,401.960526
22,37,537.500000,402.500000
22,38,536.700000,402.700000
22,39,538.000000,402.500000
22,40,535.800000,403.500000
22,41,536.294118,403.705882
22,42,536.809524,404.047619
22,43,534.500000,401.500000
22,44,535.000000,402.500000
22,45,534.764706,403.058824
22,46,534.615385,403.384615
22,47,536.000000,402.000000
22,48,535.272727,401.500000
22,49,536.019608,401.745098
22,50,535.923077,399.846154
22,51,535.724138,399.586207
22,52,535.780822,401.465753
22,53,535.857143,402.714286
22,54,535.285714,402.530612
22,55,533.611940,402.447761
22,56,534.314815,404.666667
22,57,535.000000,401.500000
22,58,533.833333,403.066667
22,59,534.631579,404.973684
22,60,534.285714,401.000000
22,61,525.213115,407.114754
22,62,520.789474,410.000000
22,63,520.000000,412.000000
22,64,516.000000,411.206897
22,65,515.000000,410.500000
22,66,517.086957,410.782609
22,67,519.500000,411.000000
22,68,519.947368,411.078947
22,69,519.666667,411.666667
22,70,520.633333,410.783333
22,71,521.222222,412.296296
22,72,521.285714,412.000000
22,73,521.250000,411.250000
22,74,521.589744,411.000000
22,75,521.500000,410.000000
22,76,520.206897,408.948276
22,77,515.366667,411.366667
22,78,499.333333,414.333333
22,79,489.071429,415.190476
22,80,489.366667,413.633333
22,81,484.214286,413.357143
22,82,480.500000,412.500000
22,83,481.875000,409.500000
22,84,479.206897,406.051724
22,85,477.000000,404.000000
22,86,473.000000,405.500000
22,87,471.588235,408.882353
22,88,471.833333,409.833333
22,89,468.604167,411.229167
22,90,469.846154,411.538462
22,91,470.500000,413.000000
22,92,470.000000,410.000000
22,93,468.900000,413.950000
22,94,469.111111,416.333333
22,95,471.055556,414.194444
22,96,488.900000,410.950000
22,97,490.666667,418.333333
22,98,504.500000,430.500000
22,99,497.549020,420.333333
22,100,518.275862,426.413793
22,101,516.500000,423.777778
22,102,518.108696,426.630435
22,103,517.000000,431.500000
22,104,518.000000,429.500000
22,105,514.926829,422.707317
22,106,494.135135,407.594595
22,107,492.000000,403.500000
22,108,495.166667,405.527778
22,109,490.920000,400.560000
22,110,497.117647,421.588235
22,111,504.500000,416.000000
22,112,498.000000,405.500000
22,113,489.600000,398.600000
22,114,490.500000,380.000000
22,115,488.928571,361.857143
22,116,509.830986,333.915493
22,117,513.710145,301.463768
22,118,513.500000,300.500000
22,119,509.000000,305.500000
22,120,513.200000,336.500000
22,121,500.253968,338.428571
22,122,490.138889,344.166667
22,123,474.543860,348.052632
22,124,444.425926,339.722222
22,125,436.000000,321.000000
22,126,423.000000,340.500000
22,127,421.411765,343.676471
22,128,427.928571,345.142857
22,129,409.942029,339.463768
22,130,408.588235,321.117647
23,0,808.363636,283.545455
23,1,809.300000,285.100000
23,2,808.708333,285.291667
23,3,807.000000,284.500000
23,4,806.272727,285.500000
23,5,806.333333,284.666667
23,6,806.000000,284.307692
23,7,805.500000,283.500000
23,8,805.875000,283.333333
23,9,807.000000,283.500000
23,10,808.418605,284.976744
23,11,805.848485,279.393939
23,12,809.000000,284.285714
23,13,814.000000,286.285714
23,14,817.333333,286.888889
23,15,816.888889,290.333333
23,16,817.384615,294.615385
23,17,820.173077,299.884615
23,18,823.415094,300.320755
23,19,821.380952,293.952381
23,20,820.581395,290.023256
23,21,818.586207,290.551724
23,22,814.920000,293.440000
23,23,812.000000,289.793103
23,24,813.560000,291.400000
23,25,813.411765,292.117647
23,26,809.500000,290.000000
23,27,808.500000,287.000000
23,28,807.933333,281.700000
23,29,806.880000,287.200000
23,30,807.500000,284.500000
23,31,808.333333,287.555556
23,32,811.000000,287.000000
23,33,818.388889,282.138889
23,34,812.000000,286.000000
23,35,811.666667,287.125000
23,36,813.000000,286.735294
23,37,818.883721,293.116279
23,38,817.138889,291.611111
23,39,818.666667,293.111111
23,40,818.416667,292.250000
23,41,819.739130,295.173913
23,42,823.000000,289.500000
23,43,824.181818,285.181818
23,44,824.500000,285.000000
23,45,823.700000,284.300000
23,46,821.708333,284.000000
23,47,834.451613,294.709677
23,48,834.000000,298.800000
23,49,831.666667,300.589744
23,50,829.361111,291.000000
23,51,826.000000,285.800000
23,52,826.633333,286.366667
23,53,826.500000,287.000000
23,54,827.540541,287.081081
23,55,827.285714,285.500000
23,56,826.000000,287.000000
23,57,827.633333,286.366667
23,58,826.000000,288.800000
23,59,826.647059,288.176471
23,60,827.000000,284.000000
23,61,825.000000,283.500000
23,62,826.157895,286.842105
23,63,825.000000,287.000000
23,64,825.500000,286.500000
23,65,826.380952,287.000000
23,66,826.090909,286.363636
23,67,826.500000,287.500000
23,68,826.500000,287.500000
23,69,826.000000,286.000000
23,70,825.500000,286.222222
23,71,839.000000,312.647059
23,72,867.000000,328.500000
23,73,887.431818,322.477273
23,74,892.529412,320.352941
23,75,891.240000,318.400000
23,76,894.880952,309.797619
23,77,899.000000,303.500000
23,78,902.000000,298.500000
23,79,904.909091,299.363636
23,80,905.000000,297.500000
23,81,904.807692,298.115385
23,82,904.580645,294.548387
23,83,904.724138,292.413793
23,84,903.666667,292.666667
23,85,904.826087,294.000000
23,86,911.588235,281.117647
23,87,920.000000,274.000000
23,88,933.500000,262.500000
23,89,946.666667,249.111111
23,90,974.740741,239.444444
23,91,993.615385,227.615385
23,92,991.241379,221.931034
23,93,991.000000,210.000000
23,94,973.625000,189.156250
23,95,972.548387,186.580645
23,96,968.666667,188.666667
23,97,963.195122,191.341463
23,98,948.895833,187.375000
23,99,937.069767,184.697674
23,100,929.095745,181.404255
23,101,925.000000,162.773913
23,102,927.250000,151.916667
23,103,932.000000,144.000000
23,104,931.956522,139.782609
23,105,935.000000,138.000000
23,106,940.723077,127.261538
23,107,941.516129,127.596774
23,108,941.000000,126.500000
23,109,942.481481,122.395062
23,110,942.648148,123.537037
23,111,940.153846,112.461538
23,112,939.155172,86.758621
23,113,935.633333,89.891667
23,114,936.000000,81.500000
23,115,936.948718,83.128205
23,116,927.590909,68.159091
23,117,919.553191,63.765957
23,118,916.000000,57.161290
23,119,915.093750,58.656250
23,120,913.929577,58.873239
23,121,913.808824,59.985294
23,122,912.275000,59.375000
23,123,912.400000,61.933333
23,125,905.000000,38.500000
23,126,900.000000,32.000000
23,127,896.750000,10.000000
23,129,862.000000,1.000000
23,130,858.250000,7.229167
23,131,856.459459,8.405405
23,132,853.340000,10.620000
23,133,852.684211,8.157895
24,33,7.828571,1135.671429
24,35,3.119048,1132.190476
24,36,4.062500,1129.312500
24,37,6.000000,1129.000000
24,38,5.454545,1129.681818
24,39,5.338462,1129.692308
24,40,6.117647,1128.411765
24,41,6.555556,1128.933333
24,42,7.333333,1129.185185
24,43,5.538462,1126.846154
24,44,7.396552,1126.206897
24,45,7.500000,1126.500000
24,46,6.870968,1126.709677
24,47,6.391304,1126.956522
24,48,6.453125,1128.687500
24,49,7.450000,1128.625000
24,50,7.218182,1126.654545
24,51,6.000000,1127.000000
24,52,6.255814,1128.488372
24,53,8.206897,1127.965517
24,54,8.057692,1127.942308
24,55,7.775000,1127.675000
24,56,10.305085,1128.440678
24,57,8.058824,1127.764706
24,58,9.666667,1129.266667
24,59,10.833333,1129.916667
24,60,9.803030,1126.454545
24,61,8.500000,1127.000000
24,62,6.632653,1129.632653
24,63,3.363636,1132.909091
24,64,7.672727,1126.109091
24,65,6.000000,1128.000000
24,66,8.875000,1127.333333
24,67,8.500000,1124.500000
24,68,10.223684,1126.842105
24,69,6.909091,1131.920455
24,70,8.868421,1127.473684
24,71,8.352941,1129.000000
24,72,9.966667,1128.733333
24,73,8.785714,1130.357143
24,74,8.871795,1128.128205
24,75,7.979592,1129.591837
24,76,8.656250,1128.468750
24,77,8.500000,1127.000000
24,78,10.235294,1125.000000
24,79,8.500000,1127.000000
24,80,7.259259,1127.407407
24,81,7.686275,1127.098039
24,82,7.909091,1127.696970
24,83,6.914286,1126.685714
24,84,6.181818,1126.696970
24,85,7.360000,1128.000000
24,86,8.761905,1129.833333
24,87,9.155172,1126.706897
24,88,7.781818,1127.563636
24,89,8.314286,1125.914286
24,90,5.787879,1130.151515
24,91,5.972973,1127.243243
24,92,4.685185,1118.018519
24,93,5.008929,1121.116071
24,94,1.400000,1120.500000
24,95,1.777778,1119.500000
24,97,11.920635,1124.587302
24,98,13.090909,1123.545455
24,99,12.566038,1124.547170
24,100,12.000000,1126.500000
24,101,14.125000,1122.875000
24,102,13.000000,1123.000000
24,103,12.842105,1124.157895
24,104,13.500000,1125.500000
24,105,5.340909,1126.659091
25,80,895.841772,939.379747
25,81,892.439394,948.287879
25,82,893.582915,958.542714
25,83,897.628571,959.528571
25,85,896.562092,965.215686
25,86,892.636364,971.181818
25,87,891.487500,962.387500
25,88,886.000000,961.000000
25,89,880.547170,964.584906
25,90,886.632184,979.379310
25,92,876.280000,997.688000
25,93,867.056075,1025.196262
25,94,857.465347,1032.673267
25,95,852.952055,1036.150685
25,96,845.000000,1040.815385
25,97,844.400000,1040.900000
25,98,835.055556,1049.888889
25,99,836.507246,1061.550725
25,100,840.962963,1071.543210
25,101,855.247525,1096.475248
25,102,870.966667,1115.041667
25,103,854.386364,1117.113636
25,104,840.550459,1134.981651
25,105,851.135135,1142.702703
25,106,848.792627,1156.400922
25,107,817.750000,1150.375000
25,108,796.780488,1130.902439
25,109,801.000000,1113.000000
25,110,810.248227,1116.914894
25,111,806.487179,1113.589744
25,112,807.186047,1114.232558
25,113,804.705128,1114.730769
25,114,808.265152,1121.143939
25,115,797.791304,1120.321739
25,116,791.558511,1127.739362
25,118,763.711111,1181.466667
25,119,760.358824,1204.182353
26,82,583.000000,1371.812500
26,83,581.644737,1369.421053
26,84,578.869565,1367.782609
26,85,580.291262,1366.155340
26,86,580.056604,1368.037736
26,87,579.457746,1365.563380
26,88,579.068966,1365.965517
26,89,574.571429,1358.085714
26,90,574.058824,1356.176471
26,91,573.750000,1354.250000
26,92,572.600000,1351.875000
26,93,572.000000,1353.631579
26,94,569.696970,1354.818182
26,95,572.633333,1354.366667
26,96,569.764706,1351.470588
26,97,571.500000,1351.000000
26,98,560.125000,1343.333333
26,99,555.849462,1338.000000
26,100,562.500000,1340.000000
26,101,565.000000,1334.000000
26,102,573.159091,1336.318182
26,103,607.898305,1335.050847
26,104,607.000000,1340.500000
26,105,598.500000,1327.800000
26,106,594.263158,1322.105263
26,107,598.135135,1327.945946
26,108,592.603175,1324.190476
26,109,591.461538,1324.153846
26,110,590.062500,1325.015625
26,111,578.833333,1317.166667
26,112,550.314286,1338.171429
26,113,541.818182,1328.727273
26,114,531.153846,1324.615385
26,115,530.000000,1327.285714
26,116,562.653846,1335.346154
26,117,578.500000,1327.500000
26,118,574.366667,1333.366667
26,119,562.090909,1342.909091
26,120,543.061224,1327.693878
27,86,623.814815,810.970370
27,87,625.260870,798.826087
27,88,625.520000,794.650000
27,90,629.757143,790.485714
27,91,619.500000,816.214286
27,92,585.934211,808.072368
27,93,563.367188,818.742188
27,94,551.990291,821.834951
27,95,549.823529,818.058824
27,96,546.666667,816.666667
27,97,548.300000,817.850000
27,98,548.524194,822.741935
27,99,555.112360,818.528090
27,101,519.666667,786.083333
28,87,796.888889,267.666667
28,89,796.909091,268.363636
28,90,798.000000,269.000000
28,91,796.500000,267.500000
28,93,796.733333,268.333333
28,94,796.333333,270.000000
28,95,796.500000,269.500000
28,97,796.615385,266.384615
28,99,797.000000,267.000000
28,100,796.000000,269.000000
28,101,797.153846,264.903846
28,103,797.137931,267.000000
28,105,796.361702,267.680851
28,106,796.558140,266.558140
28,108,796.500000,268.777778
28,110,796.800000,269.866667
28,111,797.968750,268.312500
28,112,797.074074,268.407407
28,114,797.608696,265.260870
28,115,796.615385,267.615385
28,117,796.595238,266.642857
28,119,797.000000,266.200000
28,121,796.333333,269.000000
28,122,796.382353,267.970588
29,89,179.370370,1027.518519
29,90,180.250000,1027.000000
29,91,180.085714,1026.300000
29,92,179.641509,1024.943396
29,93,178.666667,1025.666667
29,94,178.592593,1027.888889
29,95,178.472727,1027.072727
29,96,178.760870,1026.173913
29,98,178.215686,1025.313725
29,99,179.000000,1025.500000
29,100,178.000000,1027.500000
29,101,178.794118,1025.088235
29,102,179.090909,1024.090909
29,103,179.569231,1025.523077
29,105,180.348837,1026.674419
30,98,947.025000,1370.450000
30,99,951.444444,1372.222222
30,100,958.928571,1371.607143
30,101,961.560000,1371.320000
30,102,960.945946,1370.756757
30,103,959.574074,1369.925926
30,104,956.640000,1370.580000
30,105,956.547170,1370.018868
30,106,954.867647,1369.500000
30,107,949.800000,1372.700000
31,102,187.621212,1370.984848
31,103,192.580645,1371.774194
31,104,229.000000,1366.905660
31,105,241.142857,1352.285714
31,106,248.000000,1350.000000
31,107,250.733333,1352.333333
31,108,234.750000,1353.156250
31,109,234.102564,1350.076923
31,110,219.232143,1342.392857
31,111,210.318182,1343.909091
31,112,197.500000,1370.892857
31,113,174.782609,1369.673913
32,0,71.836735,245.428571
32,1,71.073171,247.707317
32,2,70.163265,246.571429
32,3,69.500000,246.000000
32,4,68.724138,246.586207
32,5,69.000000,246.250000
32,6,68.589744,246.000000
32,7,68.411765,246.117647
32,8,68.461538,245.589744
32,9,68.022727,245.613636
32,10,69.581395,244.744186
32,11,67.514706,245.602941
32,12,68.882353,243.470588
32,13,68.108696,244.369565
32,14,68.575758,243.757576
32,15,68.000000,245.620690
32,16,68.875000,246.291667
32,17,67.875000,245.000000
32,18,68.344262,245.081967
32,19,68.000000,244.700000
32,20,67.844444,245.177778
32,21,67.037736,244.716981
32,22,67.000000,246.000000
32,23,68.454545,244.727273
32,24,67.125000,245.125000
32,25,67.708333,245.500000
32,26,67.379310,244.000000
32,27,67.500000,245.800000
32,28,67.421053,245.894737
32,29,67.153846,246.461538
32,30,67.268293,245.097561
32,31,67.111111,248.333333
32,32,67.750000,245.000000
32,33,67.362069,245.672414
32,34,66.600000,246.200000
32,35,66.636364,245.545455
32,36,65.958333,245.708333
32,37,66.155556,246.555556
32,38,66.687500,245.812500
32,39,67.000000,249.000000
32,40,66.344262,246.459016
32,41,66.075472,247.113208
32,42,66.659091,246.727273
32,43,65.522727,245.818182
32,44,66.404762,243.357143
32,45,66.800000,245.400000
32,46,66.285714,246.000000
32,47,67.000000,243.206897
32,48,66.313725,245.568627
32,49,66.666667,246.000000
32,50,67.000000,243.000000
32,51,66.735294,244.529412
32,52,67.000000,245.800000
32,53,68.000000,244.500000
32,54,66.846154,245.096154
32,55,66.142857,244.285714
32,56,66.615385,243.987179
32,57,66.642857,244.685714
32,58,66.395349,247.604651
32,59,66.716667,249.550000
32,60,66.894737,245.929825
32,61,66.500000,243.500000
32,62,66.477612,246.223881
32,63,67.000000,246.000000
32,64,65.888889,245.037037
32,65,67.588235,245.882353
32,66,67.000000,247.000000
32,67,67.500000,242.285714
32,68,66.055556,246.037037
32,69,66.333333,245.000000
32,70,66.338235,243.397059
32,71,66.611111,246.722222
32,72,67.953488,246.302326
32,73,66.893333,245.453333
32,74,67.462687,246.820896
32,75,67.404762,245.357143
32,76,66.333333,246.041667
32,77,66.771739,244.445652
32,78,66.166667,242.500000
32,79,66.500000,244.777778
32,80,66.341176,245.705882
32,81,64.391304,244.086957
32,82,66.457627,242.067797
32,83,66.701493,243.970149
32,84,66.259259,244.148148
32,85,66.933333,242.300000
32,86,67.384615,243.769231
32,87,67.909091,245.750000
32,88,71.215686,248.921569
32,89,69.324324,249.621622
32,90,72.500000,254.000000
32,91,72.285714,251.500000
32,92,72.410714,248.892857
32,93,72.500000,251.500000
32,94,73.535211,253.126761
32,95,78.487805,245.878049
32,96,83.125000,243.666667
32,97,76.333333,247.333333
32,98,85.984848,240.636364
32,99,82.071429,246.285714
32,100,71.725806,250.854839
32,102,66.842105,224.157895
32,103,67.763158,229.289474
32,104,80.931034,254.241379
32,105,94.166667,259.166667
32,106,95.460000,257.840000
32,107,95.914286,260.171429
32,108,92.897436,260.717949
32,109,87.090909,258.909091
32,110,85.280702,260.578947
32,111,83.000000,260.500000
32,112,92.927273,258.654545
32,113,93.000000,257.000000
32,114,74.589744,248.820513
32,115,69.184615,248.476923
32,116,94.000000,261.173913
32,117,93.000000,259.115385
32,118,79.500000,254.000000
32,119,90.711538,237.480769
32,120,81.300000,240.816667
32,121,80.444444,245.460317
32,122,70.500000,251.658333
32,123,64.454545,243.563636
32,124,60.262295,242.377049
32,125,72.250000,247.666667
32,126,87.288889,239.088889
32,127,86.153846,245.461538
32,128,84.425532,241.680851
32,129,85.413793,242.896552
32,130,90.021739,252.347826
32,131,100.000000,247.800000
32,132,85.875000,234.875000
32,133,82.111111,238.333333
32,134,78.925926,244.592593
32,135,74.850000,245.700000
32,136,73.424242,249.575758
32,137,74.090909,247.909091
32,138,75.000000,248.000000
32,139,84.605263,222.342105
32,140,85.740741,215.555556
32,141,83.111111,220.333333
32,142,96.472222,200.166667
32,143,100.500000,194.000000
33,0,237.750000,1300.700000
33,1,236.887500,1303.812500
33,2,236.633333,1303.833333
33,3,235.617647,1303.117647
33,4,235.090909,1303.636364
33,5,235.000000,1303.000000
33,6,235.208333,1301.833333
33,7,234.615385,1302.384615
33,8,235.341772,1301.848101
33,9,234.979167,1301.770833
33,10,235.266667,1301.666667
33,11,234.725000,1301.625000
33,12,235.000000,1301.500000
33,13,234.716667,1300.550000
33,14,234.950000,1300.850000
33,15,235.111111,1302.250000
33,16,235.166667,1302.238095
33,17,234.306667,1302.320000
33,18,234.578947,1301.631579
33,19,234.314286,1301.914286
33,20,234.500000,1302.500000
33,21,234.250000,1302.583333
33,22,234.093750,1303.250000
33,23,234.500000,1303.500000
33,24,234.000000,1303.500000
33,25,234.097561,1302.890244
33,26,233.333333,1302.743590
33,27,233.000000,1305.000000
33,28,232.940299,1305.522388
33,29,233.562500,1305.625000
33,30,233.500000,1305.000000
33,31,233.500000,1306.500000
33,32,233.125000,1305.125000
33,33,233.500000,1306.000000
33,34,233.578947,1305.105263
33,35,232.925926,1305.592593
33,36,232.500000,1305.080645
33,37,232.857143,1306.114286
33,38,232.000000,1306.000000
33,39,232.936508,1305.730159
33,40,232.283333,1304.483333
33,41,231.842105,1306.342105
33,42,232.535211,1306.056338
33,43,231.439024,1304.268293
33,44,232.224490,1304.408163
33,45,232.500000,1305.000000
33,46,231.681818,1305.363636
33,47,232.592593,1304.259259
33,48,232.388889,1305.861111
33,49,232.290323,1306.129032
33,50,232.276596,1304.531915
33,51,232.750000,1304.636364
33,52,233.125000,1305.200000
33,53,233.411765,1306.117647
33,54,233.000000,1305.500000
33,55,232.400000,1304.800000
33,56,232.657895,1306.052632
33,57,233.095238,1304.619048
33,58,233.000000,1307.200000
33,59,232.888889,1307.333333
33,60,233.104167,1303.625000
33,61,232.633333,1303.633333
33,62,233.000000,1304.800000
33,63,232.588235,1305.882353
33,64,233.146341,1304.682927
33,65,232.930233,1304.953488
33,66,233.081633,1305.122449
33,67,233.200000,1304.500000
33,68,233.000000,1305.500000
33,69,232.793103,1305.051724
33,70,233.000000,1304.000000
33,71,233.285714,1306.000000
33,72,233.789474,1306.000000
33,73,233.075472,1306.377358
33,74,233.500000,1305.500000
33,75,233.285714,1305.000000
33,76,233.500000,1304.777778
33,77,232.972973,1304.891892
33,78,232.600000,1303.475000
33,79,232.700000,1304.700000
33,80,233.204545,1304.886364
33,81,233.509091,1305.163636
33,82,232.795455,1304.363636
33,83,233.040000,1304.480000
33,84,232.702703,1304.135135
33,85,233.380000,1303.600000
33,86,232.810345,1304.448276
