ID of track,time index,cell row,cell col
9,15,518.500000,1042.500000
9,16,524.875000,1037.875000
9,17,527.250000,1039.384615
9,18,529.000000,1035.500000
9,19,526.000000,1038.000000
9,20,518.500000,1039.000000
9,21,518.400000,1039.400000
9,22,517.313725,1038.784314
9,23,514.441860,1039.837209
9,24,523.366667,1035.066667
9,25,524.275862,1038.413793
9,26,528.626016,1032.487805
9,27,529.540230,1028.137931
9,28,544.153846,1029.461538
9,29,547.000000,1031.000000
9,30,547.900000,1032.050000
9,31,547.000000,1033.291667
9,32,538.095238,1041.619048
9,33,555.642857,1049.642857
9,34,551.214286,1030.500000
9,35,551.333333,1030.750000
9,36,550.407407,1029.740741
9,37,547.500000,1032.500000
9,38,548.200000,1042.000000
9,39,535.500000,1053.000000
9,40,531.724138,1065.586207
9,41,537.906977,1064.720930
9,42,540.714286,1065.500000
9,43,533.281250,1071.812500
9,44,528.000000,1074.291667
9,45,527.795455,1077.750000
9,46,520.411765,1089.117647
9,47,518.040000,1097.400000
9,48,517.111111,1106.666667
9,49,516.739130,1116.826087
9,50,509.611111,1109.722222
9,51,502.500000,1099.000000
9,52,498.000000,1106.000000
9,53,495.708333,1111.000000
9,54,506.925926,1109.407407
9,55,516.000000,1114.500000
9,56,526.932203,1127.711864
9,57,528.500000,1136.000000
9,58,533.500000,1135.000000
9,59,539.815789,1152.684211
9,60,541.758242,1163.505495
9,61,532.000000,1168.500000
9,62,533.786667,1166.586667
9,63,544.750000,1169.050000
9,64,551.114286,1168.514286
9,65,553.597222,1156.236111
9,66,548.880000,1147.720000
9,68,514.590000,1151.360000
9,69,507.454545,1139.636364
10,0,546.750000,767.583333
10,1,545.746269,770.656716
10,2,545.724138,769.741379
10,3,543.171429,770.800000
10,4,544.363636,769.272727
10,5,545.531250,768.062500
10,6,545.181818,767.272727
10,7,543.733333,769.333333
10,8,546.574074,765.981481
10,9,545.600000,765.800000
10,10,542.250000,767.333333
10,11,544.900000,763.300000
10,12,548.615385,762.384615
10,13,551.318182,758.272727
10,14,571.000000,743.714286
10,15,574.961538,745.576923
10,16,576.000000,745.000000
10,17,574.000000,745.500000
10,18,573.900000,743.050000
10,19,558.901961,750.294118
10,20,558.150000,751.300000
10,21,558.642857,751.535714
10,22,558.090909,753.636364
10,23,558.394737,753.657895
10,24,557.888889,753.666667
10,25,555.400000,755.771429
10,26,552.500000,757.500000
10,27,552.386667,759.586667
10,28,552.390244,761.804878
10,29,552.066667,763.666667
10,30,552.909091,762.363636
10,31,551.400000,764.800000
10,32,551.400000,764.133333
10,33,551.235294,765.235294
10,34,550.411765,766.352941
10,35,550.153846,766.666667
10,36,550.500000,767.000000
10,37,551.560976,768.414634
10,38,549.896552,767.827586
10,39,551.500000,768.000000
10,40,550.277778,767.111111
10,41,548.592593,767.740741
10,42,549.103448,768.310345
10,43,548.500000,766.500000
10,44,549.375000,766.750000
10,45,549.000000,769.000000
10,46,550.764706,771.117647
10,47,548.500000,775.500000
10,48,545.500000,793.714286
10,49,546.171429,789.000000
10,50,547.363636,786.090909
10,51,550.890244,785.024390
10,52,552.518519,786.111111
10,53,554.075000,787.050000
10,54,552.565217,787.217391
10,55,550.631579,786.842105
10,56,549.875000,788.666667
10,57,549.095238,785.809524
10,58,549.714286,789.000000
10,59,551.098039,789.588235
10,60,553.000000,785.500000
10,61,554.978261,787.347826
10,62,556.500000,790.000000
10,63,557.411765,791.117647
10,64,556.325000,788.225000
10,65,555.666667,789.333333
10,66,554.500000,792.500000
10,67,556.136986,784.328767
10,68,554.689655,790.206897
10,69,554.142857,791.285714
10,70,555.108696,791.369565
10,71,554.305556,794.527778
10,72,554.418605,794.255814
10,73,554.017857,792.785714
10,74,554.584112,792.761682
10,75,560.521739,795.391304
10,76,537.339506,812.895062
10,77,542.163265,808.428571
10,78,535.384615,818.807692
10,79,539.411111,820.033333
10,80,544.411765,820.323529
10,81,562.367347,823.224490
10,82,571.068966,816.310345
11,0,547.750000,1208.750000
11,1,547.821429,1211.785714
11,2,548.000000,1212.000000
11,3,550.292683,1205.682927
11,4,550.500000,1200.222222
11,5,545.391304,1201.043478
11,6,542.818182,1200.818182
11,7,541.888889,1197.666667
11,8,542.333333,1198.333333
11,9,542.000000,1194.285714
11,10,542.500000,1195.785714
11,11,541.500000,1197.500000
11,12,540.200000,1200.400000
11,13,540.424242,1195.424242
11,14,540.083333,1192.027778
11,15,540.166667,1193.875000
11,16,542.551724,1194.413793
11,17,543.384615,1197.384615
11,18,545.500000,1207.500000
11,19,547.500000,1212.500000
11,20,546.666667,1209.666667
11,21,544.975000,1207.937500
11,22,542.000000,1207.500000
11,23,543.000000,1206.500000
11,24,541.000000,1198.500000
11,25,544.611111,1197.611111
11,26,544.714286,1197.500000
11,27,551.468750,1197.812500
11,28,549.780822,1191.931507
11,29,555.972603,1188.945205
11,30,560.000000,1191.714286
11,31,550.836735,1194.265306
11,32,539.000000,1196.500000
11,33,536.714286,1195.000000
11,34,540.500000,1198.692308
11,35,543.678571,1213.321429
11,36,551.090909,1223.090909
11,37,553.674419,1228.186047
11,38,552.214286,1234.750000
11,39,555.675676,1241.459459
11,40,560.384615,1258.384615
11,41,566.952941,1279.388235
11,42,580.500000,1292.000000
11,43,585.586207,1297.724138
11,44,587.580645,1302.451613
11,45,588.076923,1308.384615
11,46,588.000000,1308.000000
11,47,589.960784,1306.294118
11,48,590.473684,1303.315789
11,49,582.539683,1294.936508
11,50,581.500000,1292.000000
11,51,586.683333,1292.900000
11,52,590.090909,1301.363636
11,53,589.014493,1308.434783
11,54,599.822222,1326.400000
11,55,587.689655,1325.551724
11,56,584.947368,1328.368421
11,57,591.384615,1331.750000
11,58,599.000000,1340.500000
11,59,601.666667,1343.393939
11,60,606.971429,1347.371429
11,61,611.266667,1351.066667
11,62,615.935484,1359.193548
11,63,603.473684,1352.684211
11,64,605.750000,1345.400000
11,65,608.533333,1350.866667
11,66,607.015873,1353.079365
11,67,609.166667,1348.166667
11,68,604.414286,1347.614286
11,69,604.044444,1350.422222
11,70,608.503448,1350.055172
11,71,606.250000,1354.363636
11,72,609.604651,1356.348837
11,73,609.380074,1367.066421
11,74,604.981707,1369.134146
11,75,608.532847,1369.167883
11,76,610.256881,1369.238532
11,77,615.150538,1370.139785
11,78,613.090909,1372.227273
11,79,615.000000,1372.041667
11,80,584.833333,1370.012821
11,81,624.000000,1372.800000
11,82,630.000000,1369.734694
11,83,643.097561,1370.317073
11,85,649.098039,1334.666667
11,86,649.784615,1329.953846
11,87,688.750000,1293.250000
11,88,712.857143,1295.071429
12,0,924.500000,325.500000
12,1,923.666667,328.333333
12,2,922.500000,326.000000
12,3,921.000000,326.714286
12,4,921.500000,327.500000
12,5,920.956522,327.391304
12,6,921.500000,326.500000
12,7,921.333333,325.888889
12,8,921.000000,325.000000
12,9,921.500000,325.714286
12,10,921.833333,325.166667
12,11,921.368421,324.210526
12,12,921.636364,323.545455
12,13,921.200000,323.000000
12,14,921.000000,324.000000
12,15,921.466667,325.133333
12,16,921.000000,325.500000
12,17,920.700000,326.700000
12,18,921.411765,325.882353
12,19,920.500000,325.000000
12,20,920.500000,324.777778
12,21,920.384615,324.615385
12,22,920.000000,325.000000
12,23,921.000000,324.000000
12,24,918.000000,321.800000
12,25,917.500000,320.000000
12,26,917.411765,317.882353
12,27,917.681818,319.863636
12,28,916.000000,320.000000
12,29,913.666667,320.333333
12,30,914.285714,319.500000
12,31,912.700000,320.900000
12,32,911.696970,318.090909
12,33,910.500000,319.000000
12,34,908.571429,318.771429
12,35,907.500000,320.000000
12,36,906.500000,318.294118
12,37,905.947368,319.921053
12,38,904.631579,318.789474
12,39,907.611111,320.861111
12,40,905.421053,318.105263
12,41,906.000000,320.000000
12,42,908.000000,320.500000
12,43,905.720930,317.720930
12,44,908.833333,318.833333
12,45,908.700000,320.300000
12,46,911.944444,321.194444
12,47,914.375000,319.843750
12,48,915.875000,321.937500
12,49,923.411765,322.882353
12,50,929.563636,315.036364
12,51,938.500000,311.285714
12,52,938.230769,314.153846
12,53,935.333333,315.375000
12,54,932.540541,313.918919
12,55,927.000000,319.000000
12,56,923.793651,317.904762
12,57,922.333333,314.666667
12,58,919.945055,319.505495
12,59,919.636364,318.984848
12,60,917.756098,315.000000
12,61,914.363636,313.545455
12,62,914.090909,316.090909
12,63,917.000000,322.500000
12,64,921.157895,324.842105
12,65,920.275862,326.413793
12,66,915.500000,325.500000
12,67,913.500000,324.000000
12,68,913.833333,325.166667
12,69,913.090909,326.090909
12,70,915.625000,326.250000
12,71,917.277778,330.111111
12,72,918.000000,331.000000
12,73,917.400000,331.600000
12,74,917.000000,329.000000
12,75,919.592593,333.740741
12,76,920.722222,333.111111
12,77,919.384615,328.384615
12,78,919.666667,323.500000
12,80,923.571429,316.285714
13,0,927.500000,975.000000
13,1,927.285714,977.000000
13,2,927.000000,978.000000
13,3,926.500000,977.500000
13,4,927.000000,978.000000
13,5,925.860000,978.940000
13,6,926.000000,979.000000
13,7,925.622642,978.301887
13,8,926.500000,977.500000
13,9,925.800000,977.500000
13,10,926.901961,977.921569
13,11,925.098039,977.705882
13,12,924.106061,977.666667
13,13,925.714286,976.500000
13,14,926.320755,977.584906
13,15,926.297297,978.918919
13,16,926.500000,978.500000
13,17,925.094340,979.867925
13,18,924.936170,980.553191
13,19,925.500000,980.500000
13,20,925.611111,979.138889
13,21,923.770833,979.395833
13,22,922.825000,977.125000
13,23,924.290909,976.745455
13,24,923.044444,976.688889
13,25,923.825000,976.125000
13,26,922.428571,975.619048
13,27,922.500000,977.000000
13,28,923.575000,976.825000
13,29,924.255319,977.680851
13,30,924.500000,977.000000
13,31,924.090909,978.636364
13,32,924.500000,976.500000
13,33,925.000000,978.000000
13,34,925.000000,980.000000
13,35,925.366667,979.150000
13,36,925.950000,979.816667
13,37,926.724138,979.586207
13,38,925.754717,980.301887
13,39,927.653846,982.384615
13,40,927.000000,980.500000
13,41,923.600000,975.400000
13,42,917.900000,967.600000
13,43,916.828571,964.000000
13,44,917.500000,964.000000
13,45,916.696970,963.090909
13,46,914.813953,963.837209
13,47,914.157895,963.614035
13,48,914.411765,966.676471
13,49,914.166667,965.833333
13,50,906.000000,962.666667
13,51,893.243243,958.027027
13,52,892.615385,950.615385
13,53,892.875000,942.875000
14,30,378.500000,1373.000000
14,31,371.396552,1370.517241
14,32,367.389831,1369.474576
14,33,359.083333,1362.166667
14,34,366.714286,1368.928571
14,35,366.333333,1367.977778
14,36,366.250000,1360.800000
14,37,366.078431,1369.333333
14,38,369.706667,1358.226667
14,39,373.100000,1352.200000
14,40,367.625000,1353.725000
14,41,368.611111,1354.138889
14,42,369.290323,1353.451613
14,43,367.817204,1351.731183
14,44,368.178571,1351.678571
14,45,367.050000,1354.250000
14,46,365.085714,1354.342857
14,47,366.000000,1353.053763
14,48,365.972973,1354.243243
14,49,364.866667,1356.333333
14,50,352.892157,1369.186275
14,51,358.267516,1362.745223
14,52,356.356322,1366.425287
14,53,368.157895,1353.157895
14,54,370.956522,1338.608696
14,55,364.000000,1354.700000
14,56,369.290323,1352.129032
14,57,364.592593,1353.037037
14,58,361.333333,1357.000000
14,59,353.368715,1365.078212
14,60,360.500000,1352.000000
14,61,349.000000,1352.285714
14,62,346.745098,1353.980392
14,63,334.024390,1352.878049
14,64,340.794118,1369.426471
14,65,334.163462,1367.230769
14,66,334.376623,1359.324675
14,67,329.311475,1340.704918
14,68,330.500000,1330.500000
14,69,334.875000,1331.125000
14,70,344.235294,1344.970588
14,71,355.722222,1370.236111
15,40,106.857143,1359.857143
15,41,106.733333,1369.133333
15,42,98.092593,1365.407407
15,43,85.500000,1355.400000
15,44,74.148148,1348.277778
15,45,69.500000,1352.727273
15,46,60.127273,1340.581818
15,47,54.865385,1340.903846
15,48,32.700000,1348.700000
15,49,25.468085,1362.595745
15,50,34.530864,1362.487654
15,51,28.965217,1368.452174
15,52,41.121019,1367.070064
15,53,49.871795,1370.230769
16,53,50.411765,1260.882353
16,54,53.000000,1272.000000
16,55,42.731707,1289.902439
16,56,41.909091,1282.090909
16,57,46.684932,1279.027397
16,58,46.000000,1288.500000
16,59,41.486111,1297.222222
16,60,46.652174,1308.246377
16,61,25.416000,1314.864000
16,62,7.679245,1315.584906
16,63,1.000000,1318.500000
16,64,1.000000,1331.500000
16,65,1.000000,1339.500000
16,66,1.368421,1344.052632
16,67,18.117647,1334.073529
16,69,49.131313,1338.575758
16,70,58.605263,1326.342105
17,61,261.773585,74.773585
17,62,260.619048,80.904762
17,63,257.500000,85.500000
17,64,247.459016,76.836066
17,65,225.690476,65.642857
17,66,207.960000,61.240000
17,67,201.826087,62.000000
17,68,201.500000,62.000000
17,69,202.500000,64.640000
17,70,207.210526,57.368421
17,71,207.734375,55.875000
17,72,208.638298,55.808511
17,73,209.466667,64.866667
17,74,218.891304,72.369565
17,75,231.346154,65.615385
17,76,247.000000,61.000000
17,77,261.500000,54.500000
17,78,279.000000,47.000000
17,79,286.941176,63.029412
17,80,294.936709,67.620253
17,81,297.087302,63.047619
17,82,298.756757,67.756757
17,83,301.500000,41.000000
17,84,297.386792,35.207547
17,85,317.261538,11.861538
17,86,320.500000,2.000000
17,87,322.000000,1.000000
18,0,57.000000,1217.285714
18,1,54.000000,1220.647059
18,2,53.000000,1218.733333
18,3,53.589744,1218.000000
18,4,50.428571,1217.771429
18,5,49.060606,1218.015152
18,6,52.357143,1216.785714
18,7,52.674419,1215.627907
18,8,53.636364,1215.545455
18,9,53.000000,1216.000000
18,10,53.837838,1215.000000
18,11,53.259259,1213.444444
18,12,53.135135,1214.945946
18,13,52.095238,1213.761905
18,14,52.821429,1213.089286
18,15,53.500000,1215.294118
18,16,53.413793,1214.896552
18,17,52.471698,1214.792453
18,18,53.500000,1214.500000
18,19,52.900000,1213.950000
18,20,53.125000,1214.666667
18,21,53.333333,1215.355556
18,22,53.000000,1215.500000
18,23,53.300000,1215.900000
18,24,53.166667,1215.041667
18,25,53.200000,1214.500000
18,26,52.047619,1214.071429
18,27,51.666667,1215.543860
18,28,51.384615,1215.980769
18,29,52.175000,1217.050000
18,30,52.600000,1216.833333
18,31,52.333333,1219.500000
18,32,52.888889,1216.666667
18,33,52.419355,1217.451613
18,34,52.320000,1215.880000
18,35,52.173077,1216.711538
18,36,52.000000,1215.500000
18,37,52.806452,1217.032258
18,38,52.000000,1217.000000
18,39,53.200000,1215.800000
18,40,52.000000,1214.857143
18,41,52.151515,1215.666667
18,42,51.980392,1217.254902
18,43,51.000000,1216.500000
18,44,51.500000,1216.000000
18,45,52.000000,1217.000000
18,46,51.500000,1218.000000
18,47,51.818182,1216.818182
18,48,51.888889,1219.333333
18,49,51.916667,1220.027778
18,51,48.270270,1209.945946
18,52,38.846154,1231.538462
18,53,51.745763,1217.813559
18,54,51.577778,1218.355556
18,55,51.264706,1216.470588
18,56,50.959184,1217.673469
18,57,51.500000,1217.000000
18,58,51.688889,1219.422222
18,59,51.152174,1219.913043
18,60,51.500000,1215.222222
18,61,50.666667,1215.500000
18,62,51.163265,1215.571429
18,63,50.473684,1215.140351
18,64,51.500000,1214.000000
18,65,49.103448,1213.517241
18,66,50.821429,1215.607143
18,67,51.088235,1214.411765
18,68,51.000000,1214.500000
18,69,50.743590,1217.025641
18,70,44.696970,1213.909091
18,71,40.454545,1214.090909
18,72,39.190476,1215.071429
18,73,29.439024,1219.585366
18,74,25.500000,1224.000000
18,75,24.421053,1231.578947
18,76,30.139535,1244.162791
18,77,37.727273,1248.500000
18,78,42.000000,1248.000000
18,79,51.125000,1253.687500
18,80,53.120000,1251.940000
18,81,53.800000,1253.400000
18,82,53.439024,1254.268293
18,83,53.600000,1256.200000
18,84,53.000000,1255.000000
18,85,53.666667,1256.333333
18,86,54.000000,1257.200000
18,87,53.558140,1256.558140
18,88,54.318182,1259.636364
18,89,56.000000,1261.500000
18,90,56.500000,1265.777778
18,91,54.756098,1266.780488
18,92,56.731707,1264.902439
18,93,55.764706,1267.058824
18,94,55.500000,1269.000000
18,95,56.500000,1267.000000
18,96,55.500000,1267.500000
18,97,55.675676,1267.054054
18,98,54.800000,1264.833333
18,99,55.666667,1265.444444
18,100,53.700000,1268.700000
18,101,53.500000,1266.812500
18,102,54.051282,1266.564103
18,103,54.153846,1266.461538
18,104,52.842105,1269.842105
18,105,52.125000,1269.600000
18,106,53.333333,1268.636364
18,107,51.074074,1272.407407
18,108,49.400000,1274.800000
18,109,51.083333,1270.833333
18,110,51.125000,1272.666667
18,111,50.047619,1275.380952
18,112,51.105263,1272.421053
18,113,50.702703,1271.135135
18,114,50.074074,1269.407407
18,115,50.100000,1271.050000
18,116,50.343750,1273.031250
18,117,43.250000,1281.250000
18,118,43.125000,1283.666667
18,119,40.500000,1289.000000
18,120,41.000000,1297.200000
18,121,44.000000,1311.000000
18,122,45.357143,1317.261905
18,123,50.352941,1332.323529
18,124,51.750000,1336.057692
18,125,51.500000,1350.000000
18,126,44.454545,1355.181818
18,127,43.739130,1357.826087
18,128,42.500000,1359.500000
18,129,40.111111,1369.933333
18,130,41.040816,1365.918367
18,131,37.610000,1368.140000
18,132,32.100000,1370.840000
18,133,30.597015,1370.223881
18,134,29.266667,1372.466667
18,135,25.142857,1371.714286
18,136,22.666667,1371.079365
18,137,21.000000,1370.967742
19,0,162.400000,954.822222
19,1,161.555556,958.666667
19,2,160.000000,958.285714
19,3,159.714286,957.582418
19,4,158.784483,959.353448
19,5,158.689189,956.918919
19,6,158.333333,954.333333
19,7,156.240000,953.960000
19,8,156.809524,960.952381
19,9,154.384615,961.384615
19,10,153.500000,962.500000
19,11,151.842105,963.157895
19,12,149.615385,960.615385
19,13,152.882353,963.411765
19,14,154.190476,959.476190
19,15,156.427083,963.041667
19,16,158.850000,962.850000
19,17,155.909091,963.909091
19,18,154.553571,965.250000
19,19,150.500000,962.500000
19,20,152.943820,958.606742
19,21,153.450450,959.828829
19,22,153.437500,961.708333
19,23,154.717391,966.054348
19,24,154.424242,963.424242
19,25,157.785714,963.553571
19,26,159.366667,961.633333
19,27,154.909091,966.909091
19,28,157.044444,968.577778
19,29,163.385965,970.333333
19,30,165.696429,969.910714
19,31,162.756757,969.972973
19,32,170.138889,968.333333
19,33,175.254237,974.118644
19,34,171.272727,982.988636
19,35,169.571429,985.771429
19,36,167.500000,983.714286
19,37,169.456790,984.592593
19,38,167.318182,985.727273
19,39,160.285714,992.000000
19,40,153.705263,981.842105
19,41,150.789474,986.754386
19,42,153.980000,986.920000
19,43,152.695652,980.956522
19,44,152.955882,983.176471
19,45,150.720000,980.880000
19,46,149.473684,979.859649
19,47,148.647059,978.952941
19,48,148.229730,981.297297
19,49,145.000000,979.200000
19,50,149.000000,972.500000
19,51,150.810345,966.344828
19,52,151.625000,990.156250
19,53,158.407407,971.259259
19,54,167.023256,971.581395
19,55,171.818182,969.954545
19,56,173.358491,971.849057
19,57,178.586207,967.724138
19,58,181.800000,971.000000
19,59,186.500000,965.500000
19,60,194.500000,958.000000
19,61,201.500000,953.500000
19,62,204.883721,951.883721
19,63,211.000000,950.500000
19,64,217.350000,950.550000
19,65,218.500000,950.000000
19,66,223.526316,951.315789
19,67,227.168831,949.779221
19,68,228.032258,953.403226
19,69,225.250000,956.250000
19,70,229.840000,951.400000
19,71,230.029412,955.088235
19,72,240.047619,951.928571
19,73,243.312500,963.385417
19,74,239.266667,968.033333
19,75,230.896552,975.517241
19,76,228.000000,981.500000
19,77,224.743590,985.025641
19,78,225.250000,985.666667
19,79,221.000000,988.200000
19,80,219.812500,988.531250
19,81,209.024390,997.731707
19,82,203.388889,1001.861111
19,83,201.947368,1003.561404
19,84,199.082353,1007.800000
19,85,198.628571,1008.828571
19,86,194.875000,1012.875000
19,87,196.540000,1006.860000
19,88,199.824742,1007.742268
19,89,197.000000,993.000000
19,90,187.437500,985.234375
19,91,187.416667,983.250000
19,92,188.805556,982.055556
19,93,185.000000,980.500000
19,94,183.681818,981.159091
19,95,173.320755,975.735849
19,96,173.926829,968.292683
19,97,177.833333,965.166667
19,98,180.577778,963.955556
19,99,182.500000,962.500000
19,100,183.270833,964.375000
19,101,188.882353,961.588235
19,102,200.928571,956.952381
19,103,205.000000,958.000000
