frameID,track_no,x,y,time
0,0,1028.0,690.0,8
0,1,1381.0,373.0,8
0,2,59.0,118.0,8
0,3,1135.0,590.0,8
0,4,715.0,885.0,8
0,5,565.0,824.0,8
0,6,1380.0,1019.0,8
0,7,147.0,32.0,8
0,8,362.0,711.0,8
0,9,329.0,42.0,8
0,10,633.0,286.0,8
0,11,1234.0,1021.0,8
0,12,119.0,535.0,8
0,13,702.0,17.0,8
0,14,822.0,901.0,8
0,15,969.0,870.0,8
0,16,1061.0,983.0,8
0,17,1314.0,1016.0,8
0,18,1066.0,366.0,8
0,19,576.0,630.0,8
0,20,7.0,359.0,8
0,21,431.0,488.0,8
0,22,1199.0,414.0,8
0,23,1036.0,177.0,8
0,24,44.0,570.0,8
0,25,469.0,578.0,8
0,26,1044.0,154.0,8
0,27,490.0,272.0,8
0,28,226.0,116.0,8
0,29,1314.0,784.0,8
0,30,626.0,759.0,8
0,31,739.0,102.0,8
0,32,160.0,191.0,8
0,33,776.0,536.0,8
0,34,287.0,428.0,8
0,35,759.0,618.0,8
0,36,656.0,8.0,8
0,37,854.0,471.0,8
0,38,226.0,356.0,8
0,39,12.0,890.0,8
0,40,449.0,360.0,8
0,41,428.0,690.0,8
0,42,860.0,492.0,8
0,43,1055.0,12.0,8
0,44,916.0,9.0,8
0,45,468.0,368.0,8
0,46,311.0,27.0,8
0,47,896.0,60.0,8
0,48,1304.0,924.0,8
0,49,1011.0,562.0,8
0,50,7.0,223.0,8
0,51,476.0,501.0,8
0,52,1296.0,755.0,8
0,53,918.0,59.0,8
0,54,1353.0,1032.0,8
0,55,121.0,512.0,8
0,56,1140.0,984.0,8
0,57,104.0,908.0,8
0,58,1291.0,1029.0,8
1,60,1013.88,680.622,16
1,1,1381.0,373.0,16
1,61,43.3915,116.101,16
1,62,1120.58,582.157,16
1,63,698.806,884.689,16
1,64,546.938,826.79,16
1,6,1380.0,1019.0,16
1,7,147.0,32.0,16
1,65,345.808,709.116,16
1,46,311.0,27.0,16
1,10,633.0,286.0,16
1,11,1234.0,1021.0,16
1,12,119.0,535.0,16
1,66,684.847,12.1389,16
1,67,806.715,899.505,16
1,68,951.682,869.493,16
1,16,1061.0,983.0,16
1,17,1314.0,1016.0,16
1,69,1046.7,357.992,16
1,70,559.536,628.277,16
1,71,-8.68,359.1,16
1,72,415.283,485.588,16
1,73,1183.48,412.175,16
1,23,1036.0,177.0,16
1,74,27.3688,564.961,16
1,75,451.653,576.23,16
1,76,1029.0,150.555,16
1,77,474.321,271.005,16
1,78,208.449,123.045,16
1,79,1297.39,780.241,16
1,80,610.428,757.218,16
1,81,721.472,100.634,16
1,82,141.751,193.46,16
1,83,759.789,534.175,16
1,84,270.808,429.521,16
1,85,743.835,613.577,16
1,86,639.905,0.696369,16
1,87,837.984,468.51,16
