patch trace ID	Trace Lifetime (timepoints)	Trace Average Velocity	Trace Average Velocity Leading	Trace Average Velocity Trailing	Trace Average Angle of Movement	Trace Average Patch Area Growth	Trace Average Patch Length Growth	Trace Average Patch Delta Intensity_ch1	Trace Average Patch Delta Integrated Intensity_ch1	Trace Cumulated integrated intensity_ch1	Trace Average Patch Delta Intensity_ch2	Trace Average Patch Delta Integrated Intensity_ch2	Trace Cumulated integrated intensity_ch2	Trace Average Patch Delta Intensity_ch3	Trace Average Patch Delta Integrated Intensity_ch3	Trace Cumulated integrated intensity_ch3	Trace Average Patch Delta Intensity_ch4	Trace Average Patch Delta Integrated Intensity_ch4	Trace Cumulated integrated intensity_ch4	Trace Average Patch Delta Intensity_ch5	Trace Average Patch Delta Integrated Intensity_ch5	Trace Cumulated integrated intensity_ch5	Patch Path Length	Patch Displacement	Patch Trace Directional Persistence
180	10	0.001065	0.001034	0.001965	148.373053	0.126721	0.043866	-9.776611	420.857143	71414.000000	-4.554272	18.714286	11988.000000			0.000000			0.000000			0.000000	2.646335	1.141068	0.431188
181	1									1003.000000			125.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
182	1									2445.000000			458.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
183	1									3260.000000			433.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
184	1									586.000000			115.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
185	6	0.000798	0.001698	0.001000	-89.311708	0.219650	0.137878	-9.894286	717.400000	46031.000000	-3.975714	27.800000	5320.000000			0.000000			0.000000			0.000000	1.196384	0.293590	0.245398
186	3	0.000383	0.001083	0.000766	-0.854857					4171.000000			388.000000			0.000000			0.000000			0.000000	0.229528	0.229528	1.000000
187	6	0.001055	0.001438	0.001431	-55.462214	0.025344	0.066813	-4.822727	64.400000	25539.000000	1.754545	30.400000	4097.000000			0.000000			0.000000			0.000000	1.582705	1.471044	0.929449
188	8	0.001091	0.002570	0.000864	157.384284	0.042240	0.026269	-8.919048	195.142857	23662.000000	-0.185714	11.142857	2613.000000			0.000000			0.000000			0.000000	2.290743	0.764753	0.333845
189	4	0.000611	0.000685	0.001618	-100.449360	0.253442	0.342255	-126.324519	-1983.000000	20232.000000	-21.562500	-435.000000	2717.000000			0.000000			0.000000			0.000000	0.444990	0.298754	0.671373
190	1									1207.000000			62.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
191	7	0.001281	0.001593	0.001476	171.885803	0.126721	0.104733	8.560268	829.750000	21651.000000	7.427083	178.750000	3258.000000			0.000000			0.000000			0.000000	2.002458	1.723247	0.860566
192	8	0.001451	0.002739	0.001592	151.298122	-0.066378	-0.103260	2.266026	-261.714286	33955.000000	-0.736264	-45.714286	4663.000000			0.000000			0.000000			0.000000	3.047308	2.355844	0.773090
193	7	0.000691	0.001146	0.000701	-167.778877	0.073921	0.085164	-30.556818	133.750000	11445.000000	-4.130682	18.000000	1648.000000			0.000000			0.000000			0.000000	1.168828	0.516374	0.441788
194	2	0.001196	0.002166	0.000685	-166.758795	0.126721	0.112872	-73.500000	486.000000	1624.000000	-41.000000	-37.000000	187.000000			0.000000			0.000000			0.000000	0.358937	0.358937	1.000000
195	9	0.000752	0.000778	0.000780	-113.411535	0.028160	0.020900	-7.796296	99.500000	12160.000000	-0.083333	9.666667	1576.000000			0.000000			0.000000			0.000000	1.717480	0.732270	0.426363
196	4	0.001491	0.001385	0.002092	-156.706352	0.366083	0.067203	-3.003252	2142.333333	33890.000000	-3.043902	147.333333	3913.000000			0.000000			0.000000			0.000000	1.341695	0.492968	0.367422
197	1									5653.000000			653.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
198	19	0.001040	0.001126	0.001969	-109.856263	-0.018103	-0.001110	-0.858036	-97.428571	90578.000000	0.458036	-7.285714	17078.000000			0.000000			0.000000			0.000000	5.491847	2.937857	0.534949
199	2	0.000348	0.001938	0.002166	-10.301730	-0.211202	-0.031086	31.511364	-659.000000	5777.000000	-5.585227	-188.000000	622.000000			0.000000			0.000000			0.000000	0.104446	0.104446	1.000000
200	9	0.001072	0.000904	0.001351	83.874449	0.063361	0.068028	1.403846	349.750000	10741.000000	4.923077	97.000000	1588.000000			0.000000			0.000000			0.000000	2.425743	0.391307	0.161314
201	3	0.000000	0.000000	0.000000	0.000000					1072.000000			81.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
202	5	0.000961	0.002091	0.001126	-170.727997	0.031680	0.080702	-14.844952	-51.750000	24949.000000	-4.100962	-29.500000	4523.000000			0.000000			0.000000			0.000000	1.153002	0.034030	0.029514
203	3	0.000479	0.001083	0.000000	-107.353471					1639.000000			168.000000			0.000000			0.000000			0.000000	0.287103	0.287103	1.000000
204	1									379.000000			28.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
