patch trace ID	Trace Lifetime (timepoints)	Trace Average Velocity	Trace Average Velocity Leading	Trace Average Velocity Trailing	Trace Average Angle of Movement	Trace Average Patch Area Growth	Trace Average Patch Length Growth	Trace Average Patch Delta Intensity_ch1	Trace Average Patch Delta Integrated Intensity_ch1	Trace Cumulated integrated intensity_ch1	Trace Average Patch Delta Intensity_ch2	Trace Average Patch Delta Integrated Intensity_ch2	Trace Cumulated integrated intensity_ch2	Trace Average Patch Delta Intensity_ch3	Trace Average Patch Delta Integrated Intensity_ch3	Trace Cumulated integrated intensity_ch3	Trace Average Patch Delta Intensity_ch4	Trace Average Patch Delta Integrated Intensity_ch4	Trace Cumulated integrated intensity_ch4	Trace Average Patch Delta Intensity_ch5	Trace Average Patch Delta Integrated Intensity_ch5	Trace Cumulated integrated intensity_ch5	Patch Path Length	Patch Displacement	Patch Trace Directional Persistence
11	1									1560.000000			109.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
12	1									497.000000			29.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
13	3	0.000582	0.001568	0.001170	34.926746	-0.190082	-0.103340	-8.058824	-686.000000	4241.000000	1.363970	-28.000000	305.000000			0.000000			0.000000			0.000000	0.349306	0.145722	0.417176
14	1									2197.000000			295.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
15	4	0.000904	0.001667	0.002193	-171.065896	-0.183041	0.065544	-7.501437	-797.666667	12784.000000	6.980603	48.333333	1955.000000			0.000000			0.000000			0.000000	0.813179	0.575592	0.707830
16	3	0.001238	0.000685	0.002089	-95.655129	-0.211202	-0.166352	2.461539	-778.000000	2968.000000	4.679488	-32.500000	205.000000			0.000000			0.000000			0.000000	0.742944	0.740052	0.996106
17	1									1355.000000			202.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
18	12	0.000873	0.001993	0.001573	-85.077201	-0.079787	-0.047108	1.925926	-295.555556	32539.000000	1.143210	-49.444444	4962.000000			0.000000			0.000000			0.000000	2.659226	1.414228	0.531820
19	1									1906.000000			180.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
20	3	0.000486	0.001453	0.001108	-165.317462	-0.063360	-0.046199	-1.073077	-216.000000	4506.000000	8.269231	61.000000	584.000000			0.000000			0.000000			0.000000	0.291714	0.256195	0.878242
21	7	0.001066	0.001121	0.002101	-143.475804	0.021120	0.014570	-2.280769	43.000000	20098.000000	-0.479487	0.666667	2320.000000			0.000000			0.000000			0.000000	1.919681	1.413941	0.736550
22	3	0.001060	0.000766	0.001235	-92.526215					2185.000000			204.000000			0.000000			0.000000			0.000000	0.635870	0.635870	1.000000
23	1									712.000000			155.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
24	3	0.001799	0.001578	0.003591	-97.439540	-0.591365	-0.425436	-10.918421	-2009.500000	7031.000000	-4.786842	-264.500000	754.000000			0.000000			0.000000			0.000000	1.079522	1.000662	0.926949
25	2	0.001731	0.006463	0.007811	-12.499682	2.196499	0.912111	-28.194565	5301.000000	17447.000000	-4.497826	426.000000	1718.000000			0.000000			0.000000			0.000000	0.519193	0.519193	1.000000
26	10	0.001128	0.002328	0.001759	175.407366	-0.004693	-0.009688	1.027778	-6.777778	32037.000000	0.376543	2.111111	3527.000000			0.000000			0.000000			0.000000	3.045105	0.191781	0.062980
27	2	0.000350	0.000685	0.000685	-75.963725	0.042240	-0.029735	13.323810	352.000000	4612.000000	-22.842857	-314.000000	488.000000			0.000000			0.000000			0.000000	0.104916	0.104916	1.000000
28	3	0.000987	0.002422	0.000766	-86.119612					16381.000000			1417.000000			0.000000			0.000000			0.000000	0.592329	0.592329	1.000000
29	1									969.000000			61.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
30	8	0.001239	0.001594	0.002296	-31.375210	-0.430852	-0.184428	13.372076	-1385.000000	28451.000000	3.370963	-146.200000	3936.000000			0.000000			0.000000			0.000000	2.473927	1.496693	0.604987
31	6	0.000502	0.000927	0.000934	-108.483386	-0.042240	-0.063167	13.100000	-1.000000	7316.000000	1.256410	-14.666667	1403.000000			0.000000			0.000000			0.000000	0.841986	0.459567	0.545813
32	3	0.000617	0.000343	0.001235	0.000000					1430.000000			209.000000			0.000000			0.000000			0.000000	0.369942	0.369942	1.000000
33	1									330.000000			12.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
34	1									536.000000			13.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
35	6	0.000831	0.001600	0.001449	-154.909398	-0.076033	-0.005250	5.400000	-199.200000	8499.000000	1.833333	-20.200000	1225.000000			0.000000			0.000000			0.000000	1.246576	0.840527	0.674269
36	3	0.001293	0.001568	0.003567	-67.499805	-0.316803	-0.081275	1.291667	-931.500000	4827.000000	0.416667	-167.500000	891.000000			0.000000			0.000000			0.000000	0.776038	0.620012	0.798945
37	7	0.001177	0.000845	0.001505	-166.568762	0.077441	0.043246	1.706989	270.166667	28325.000000	-0.361021	10.166667	3544.000000			0.000000			0.000000			0.000000	2.118142	0.970829	0.458340
38	3	0.001007	0.000969	0.002187	-143.290283	-0.211202	-0.169644	-33.285714	-1068.000000	6507.000000	-3.302521	-104.000000	612.000000			0.000000			0.000000			0.000000	0.603901	0.509086	0.842996
39	4	0.001107	0.002540	0.001424	-74.090957	-0.464644	-0.248575	4.892941	-1670.000000	24556.000000	-0.874510	-298.666667	3585.000000			0.000000			0.000000			0.000000	0.996070	0.406285	0.407888
40	4	0.000370	0.001280	0.001102	159.719286	0.084481	-0.017223	-13.666667	259.000000	2872.000000	-16.933333	-16.000000	582.000000			0.000000			0.000000			0.000000	0.351485	0.280885	0.799136
41	5	0.000511	0.001140	0.001422	-95.785911	0.105601	0.058820	3.123949	452.750000	8734.000000	-2.170168	20.250000	839.000000			0.000000			0.000000			0.000000	0.613289	0.460492	0.750857
42	1									1000.000000			189.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
43	8	0.000850	0.000862	0.001186	-100.978177	-0.018103	-0.040273	13.114286	-35.571429	6420.000000	-0.414286	-7.857143	594.000000			0.000000			0.000000			0.000000	1.785610	1.172214	0.656478
44	2	0.000914	0.000685	0.001370	-127.971338	-0.422404	-0.315213	7.128205	-1264.000000	2078.000000	7.538462	-232.000000	430.000000			0.000000			0.000000			0.000000	0.274079	0.274079	1.000000
45	4	0.000727	0.000780	0.000874	-161.922177	-0.042240	-0.032767	-0.111111	-144.000000	3236.000000	1.555555	-6.000000	226.000000			0.000000			0.000000			0.000000	0.654554	0.598219	0.913934
46	4	0.000720	0.001008	0.001254	-48.359653	-0.084481	0.251174	-54.507740	-1310.000000	8078.000000	-5.922601	-137.000000	871.000000			0.000000			0.000000			0.000000	0.530200	0.509030	0.960071
47	5	0.001409	0.003295	0.001179	-90.719763	-0.528004	-0.117881	-10.544261	-2840.250000	51288.000000	-4.144383	-407.250000	5374.000000			0.000000			0.000000			0.000000	1.690208	0.825074	0.488150
48	3	0.000400	0.001532	0.000685	179.999990					2313.000000			181.000000			0.000000			0.000000			0.000000	0.239777	0.239777	1.000000
49	1									310.000000			22.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
50	1									863.000000			35.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
51	2	0.001379	0.001938	0.002740	-42.316850	0.506885	0.464258	-18.866666	1550.000000	7898.000000	-0.400000	370.000000	1516.000000			0.000000			0.000000			0.000000	0.413827	0.413827	1.000000
52	1									1563.000000			90.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
53	2	0.002622	0.001370	0.003493	99.764854	-0.675846	-0.576586	39.771930	-2455.000000	3659.000000	-21.631579	-411.000000	411.000000			0.000000			0.000000			0.000000	0.786617	0.786617	1.000000
54	10	0.001113	0.001237	0.001432	-78.119297	-0.150858	-0.037004	7.905817	-388.857143	40551.000000	7.121606	29.142857	8026.000000			0.000000			0.000000			0.000000	2.768541	0.918469	0.331752
55	11	0.000936	0.001685	0.001150	24.610102	-0.084481	-0.076298	11.104464	-219.750000	21963.000000	2.457738	-25.125000	3926.000000			0.000000			0.000000			0.000000	2.905768	0.912216	0.313933
56	2	0.001377	0.002907	0.000685	-42.824514	-1.056009	-0.391397	9.967321	-4200.000000	7468.000000	-15.683007	-961.000000	1269.000000			0.000000			0.000000			0.000000	0.413010	0.413010	1.000000
57	1									1034.000000			101.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
58	1									424.000000			5.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
59	1									434.000000			44.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
60	3	0.000972	0.000766	0.001412	3.366233					1414.000000			101.000000			0.000000			0.000000			0.000000	0.583328	0.583328	1.000000
61	1									295.000000			0.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
62	14	0.001007	0.001243	0.001518	-158.664712	-0.072961	-0.053107	12.995577	-96.272727	53309.000000	1.625282	9.545455	5520.000000			0.000000			0.000000			0.000000	3.847824	1.774087	0.461062
63	8	0.000952	0.001863	0.000905	-165.284887	-0.090515	-0.061792	1.058271	-323.285714	30160.000000	0.488722	-20.714286	3265.000000			0.000000			0.000000			0.000000	2.000088	0.696976	0.348472
64	12	0.001192	0.002854	0.002036	-172.357451	0.078446	0.007228	-1.015734	788.285714	55387.000000	-3.577354	35.285714	9786.000000			0.000000			0.000000			0.000000	3.892595	1.321954	0.339608
65	8	0.001055	0.002966	0.001650	-111.379691	0.092929	0.046318	-0.969678	358.200000	24346.000000	4.859008	158.200000	2779.000000			0.000000			0.000000			0.000000	1.979912	0.387355	0.195642
66	4	0.000483	0.001250	0.000856	-104.871033	-0.464644	-0.396626	-22.434211	-1705.000000	4935.000000	-5.375000	-186.000000	348.000000			0.000000			0.000000			0.000000	0.471238	0.323643	0.686794
67	12	0.000736	0.001690	0.001331	-35.317945	0.011520	0.013168	6.595455	97.000000	45295.000000	1.075000	13.454545	5451.000000			0.000000			0.000000			0.000000	2.429631	1.152187	0.474223
68	3	0.000549	0.000484	0.000685	-111.136882	-0.084480	-0.065047	28.500000	-239.000000	2554.000000	-1.083334	-57.500000	346.000000			0.000000			0.000000			0.000000	0.329435	0.324963	0.986424
69	3	0.001508	0.003260	0.001250	-170.246364	-0.781447	-0.554811	2.403101	-2721.000000	10072.000000	7.699612	-264.000000	1338.000000			0.000000			0.000000			0.000000	0.905074	0.482590	0.533204
70	18	0.000643	0.001383	0.001177	27.162927	0.007454	0.007512	3.955649	109.941176	79637.000000	-0.288515	0.529412	11390.000000			0.000000			0.000000			0.000000	3.277880	1.110930	0.338917
71	3	0.000575	0.000685	0.001108	-104.365868	-0.063361	0.007536	-17.458333	-488.000000	6990.000000	-2.430555	-52.000000	533.000000			0.000000			0.000000			0.000000	0.344700	0.218139	0.632836
72	9	0.001131	0.001980	0.001318	-12.351799	0.010560	0.051529	-9.635417	9.125000	35014.000000	-0.645833	0.000000	4567.000000			0.000000			0.000000			0.000000	2.713569	0.450540	0.166032
73	6	0.000785	0.000834	0.000990	164.351199	0.126721	0.212648	-14.886364	335.000000	4141.000000	12.795455	158.000000	460.000000			0.000000			0.000000			0.000000	1.180361	1.177724	0.997766
74	7	0.000893	0.001349	0.000921	147.930579	0.098561	0.073540	3.944444	414.500000	24117.000000	1.366667	67.000000	3230.000000			0.000000			0.000000			0.000000	1.607426	1.415197	0.880412
75	5	0.000602	0.000713	0.001495	151.873882	0.084481	0.150712	-37.808772	-292.500000	13845.000000	-4.000000	-20.000000	1621.000000			0.000000			0.000000			0.000000	0.683209	0.353829	0.517892
76	10	0.000639	0.001293	0.000732	135.701859	0.152065	0.082140	7.111515	370.600000	14548.000000	-6.427475	5.200000	1904.000000			0.000000			0.000000			0.000000	1.719380	0.449195	0.261254
77	1									480.000000			37.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
78	13	0.001025	0.001513	0.001309	-161.227715	-0.012672	-0.011287	7.140000	-19.200000	18166.000000	-0.220000	-4.700000	2154.000000			0.000000			0.000000			0.000000	3.475299	1.935900	0.557046
79	1									577.000000			23.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
80	1									953.000000			59.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
81	3	0.001046	0.001370	0.000685	-83.867578	0.084481	0.075227	21.562500	398.000000	3122.000000	4.875000	44.000000	283.000000			0.000000			0.000000			0.000000	0.627615	0.625079	0.995959
82	4	0.000797	0.001825	0.001599	-6.805427	-0.309763	-0.219556	-0.641026	-1303.666667	16698.000000	4.974359	-105.333333	2190.000000			0.000000			0.000000			0.000000	0.717518	0.623328	0.868729
83	1									917.000000			337.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
84	3	0.000611	0.000827	0.000827	169.730192	-0.168961	-0.010564	-5.250000	-657.000000	5558.000000	2.375000	-31.500000	436.000000			0.000000			0.000000			0.000000	0.366832	0.357828	0.975456
85	1									1711.000000			301.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
86	9	0.000792	0.000935	0.002261	-121.581908	-0.183042	-0.095422	14.868056	-621.166667	21057.000000	-4.423611	-129.000000	2429.000000			0.000000			0.000000			0.000000	1.782287	0.130997	0.073499
87	1									1611.000000			146.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
88	10	0.001016	0.001790	0.002317	-124.460887	0.498436	0.297188	-0.968861	1497.200000	37502.000000	-1.031158	216.400000	4965.000000			0.000000			0.000000			0.000000	2.560635	1.119958	0.437375
89	1									2790.000000			533.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
90	3	0.000891	0.000827	0.001426	-142.422480	-0.253442	-0.141168	23.500000	-446.500000	3736.000000	-2.950000	-105.500000	386.000000			0.000000			0.000000			0.000000	0.534548	0.516377	0.966007
91	1									634.000000			125.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
92	2	0.000817	0.000685	0.001532	91.847125	0.380164	0.359894	28.961538	1506.000000	2510.000000	14.692308	209.000000	225.000000			0.000000			0.000000			0.000000	0.245179	0.245179	1.000000
93	7	0.000744	0.001047	0.000791	-59.999513	-0.021121	0.070585	29.325000	35.000000	4148.000000	17.700000	57.000000	954.000000			0.000000			0.000000			0.000000	1.384875	0.423700	0.305948
94	1									956.000000			140.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
95	6	0.001208	0.002721	0.001250	-152.460839	-0.067585	-0.041860	9.303030	-223.000000	29993.000000	-4.212121	-63.400000	3666.000000			0.000000			0.000000			0.000000	1.811403	0.231778	0.127955
96	1									1216.000000			156.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
97	4	0.000670	0.000542	0.001654	-44.586879	0.211202	0.282370	-91.380953	-1757.000000	15531.000000	-8.214286	-155.000000	1482.000000			0.000000			0.000000			0.000000	0.446860	0.442148	0.989454
98	3	0.000700	0.002318	0.001311	135.790774	-0.021120	-0.056436	4.775000	-44.000000	4708.000000	-1.425000	-15.000000	556.000000			0.000000			0.000000			0.000000	0.419999	0.324964	0.773724
99	1									1045.000000			266.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
100	7	0.000865	0.001961	0.000780	-119.902907	0.028160	0.012529	4.427083	169.666667	21299.000000	-0.850695	2.333333	3477.000000			0.000000			0.000000			0.000000	1.556477	0.575737	0.369897
101	11	0.000657	0.000956	0.001363	126.257031	-0.026400	-0.018633	-5.404605	-213.625000	72990.000000	0.949718	1.750000	8476.000000			0.000000			0.000000			0.000000	1.794087	0.879821	0.490401
102	6	0.000769	0.001048	0.001048	-111.164023	0.076033	0.020025	-2.673810	254.800000	23577.000000	1.769048	67.000000	2774.000000			0.000000			0.000000			0.000000	1.153364	0.990234	0.858561
103	3	0.001853	0.002767	0.001250	47.541895	-0.021120	0.017907	-20.450000	-190.000000	3258.000000	0.950000	-6.000000	435.000000			0.000000			0.000000			0.000000	1.111535	0.038749	0.034861
104	2	0.000536	0.000685	0.002166	-19.412032	-0.887047	-0.529203	-0.849662	-3083.000000	7733.000000	6.140203	-139.000000	697.000000			0.000000			0.000000			0.000000	0.160861	0.160861	1.000000
105	1									1582.000000			93.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
106	1									1937.000000			310.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
107	5	0.000772	0.000656	0.001716	5.481175	0.021120	-0.001918	0.514286	69.000000	11438.000000	-2.500000	-12.000000	1549.000000			0.000000			0.000000			0.000000	0.926620	0.531256	0.573326
108	1									359.000000			24.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
109	1									988.000000			60.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
110	8	0.001110	0.002164	0.001431	111.494601	-0.408324	-0.179083	23.602507	-1398.666667	35032.000000	4.591439	103.000000	6875.000000			0.000000			0.000000			0.000000	1.867195	0.599582	0.321114
111	1									612.000000			58.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
112	7	0.000761	0.002853	0.001914	119.993168	0.137281	0.097940	4.922213	831.000000	34522.000000	1.511728	52.250000	5023.000000			0.000000			0.000000			0.000000	1.278260	0.943039	0.737752
113	6	0.000784	0.002113	0.000879	-115.333564	0.126721	0.052600	-9.189610	349.400000	17710.000000	-0.323377	45.600000	2267.000000			0.000000			0.000000			0.000000	1.176293	0.555134	0.471935
114	18	0.000844	0.001050	0.001203	-132.367973	0.014908	0.006232	-0.607843	53.529412	114764.000000	0.455882	10.764706	13663.000000			0.000000			0.000000			0.000000	4.305446	1.482162	0.344253
115	6	0.000996	0.001310	0.002603	-85.463862	-0.070401	-0.052674	15.080065	-54.333333	16024.000000	3.303922	-8.000000	2800.000000			0.000000			0.000000			0.000000	1.328607	0.760177	0.572161
116	4	0.000785	0.001292	0.002014	-165.608249	-0.380163	-0.175216	-9.089583	-1633.666667	17712.000000	1.245833	-138.333333	1684.000000			0.000000			0.000000			0.000000	0.706489	0.212663	0.301014
117	7	0.001234	0.002651	0.001972	30.455698	-0.014080	0.015397	27.145833	150.333333	30223.000000	2.583333	13.500000	3993.000000			0.000000			0.000000			0.000000	2.220364	1.466238	0.660359
118	10	0.001095	0.002016	0.001262	150.849275	0.075094	0.039951	16.635802	587.444444	75115.000000	-3.783951	42.111111	11125.000000			0.000000			0.000000			0.000000	2.956700	1.698567	0.574481
119	3	0.000171	0.000343	0.000000	89.999995					2008.000000			225.000000			0.000000			0.000000			0.000000	0.102762	0.102762	1.000000
120	1									1121.000000			103.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
121	2	0.001421	0.002470	0.000969	-124.935235	-0.253442	-0.270777	-2.712500	-938.000000	3920.000000	-6.787500	-165.000000	353.000000			0.000000			0.000000			0.000000	0.426195	0.426195	1.000000
122	2	0.000383	0.000000	0.000685	26.565050	0.084480	0.085131	-78.500000	153.000000	1087.000000	1.500000	51.000000	141.000000			0.000000			0.000000			0.000000	0.114892	0.114892	1.000000
123	10	0.000618	0.001072	0.001274	-129.658991	-0.309763	-0.243279	-19.726111	-1469.333333	12704.000000	-6.476667	-189.666667	1666.000000			0.000000			0.000000			0.000000	1.615745	0.821611	0.508503
124	3	0.000675	0.000685	0.000685	-171.745875					3891.000000			333.000000			0.000000			0.000000			0.000000	0.404863	0.404863	1.000000
125	7	0.000937	0.001082	0.001166	163.790014	0.028160	0.029730	13.707143	280.500000	16183.000000	1.464286	37.833333	2996.000000			0.000000			0.000000			0.000000	1.685948	1.438141	0.853016
126	5	0.000452	0.000171	0.001055	-68.907923					5262.000000			824.000000			0.000000			0.000000			0.000000	0.542215	0.372792	0.687536
127	3	0.000390	0.001250	0.001426	172.315947	-0.063360	-0.056436	22.450000	-181.000000	3137.000000	-4.600000	-23.000000	148.000000			0.000000			0.000000			0.000000	0.233782	0.045959	0.196591
128	2	0.000124	0.000685	0.001370	18.439460	-0.168961	-0.070098	33.400000	-286.000000	4054.000000	13.371429	98.000000	348.000000			0.000000			0.000000			0.000000	0.037140	0.037140	1.000000
129	4	0.000471	0.001556	0.000739	-30.905196	0.197122	0.181895	5.450000	734.666667	9824.000000	-0.027778	69.333333	937.000000			0.000000			0.000000			0.000000	0.424327	0.288914	0.680876
130	2	0.002173	0.002470	0.000685	-46.115281	1.605134	0.783684	35.369047	7098.000000	11946.000000	-3.202381	644.000000	1424.000000			0.000000			0.000000			0.000000	0.651790	0.651790	1.000000
131	12	0.000962	0.002586	0.001759	6.604669	0.023040	0.018746	4.053409	156.545455	58787.000000	1.434091	32.000000	8377.000000			0.000000			0.000000			0.000000	3.174427	1.656992	0.521981
132	1									1680.000000			103.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
133	2	0.000957	0.000685	0.000685	-63.434945	0.168962	0.130696	-6.875000	533.000000	1709.000000	-22.500000	12.000000	396.000000			0.000000			0.000000			0.000000	0.287229	0.287229	1.000000
134	4	0.000894	0.001735	0.000585	38.508464	-0.253442	-0.208784	4.007143	-846.000000	5537.000000	-18.957143	-458.000000	830.000000			0.000000			0.000000			0.000000	0.733610	0.171827	0.234221
135	4	0.000726	0.000722	0.000739	-47.815842	0.000000	0.000000	23.833333	47.666667	2054.000000	12.000000	24.000000	141.000000			0.000000			0.000000			0.000000	0.653483	0.649926	0.994556
136	4	0.000301	0.000343	0.001108	132.271801	-0.295683	-0.114432	19.604167	-1063.000000	5526.000000	17.541667	-32.000000	1049.000000			0.000000			0.000000			0.000000	0.209322	0.206788	0.987891
137	9	0.000696	0.001539	0.001151	122.971413	0.073921	-0.006419	15.768640	532.500000	28192.000000	-4.346491	-17.250000	5823.000000			0.000000			0.000000			0.000000	1.449913	0.752420	0.518942
138	8	0.000857	0.001616	0.001015	-113.323335	-0.236546	-0.184239	0.907843	-1194.600000	41296.000000	3.245098	-83.800000	4879.000000			0.000000			0.000000			0.000000	1.596605	0.174835	0.109504
139	2	0.001028	0.001370	0.000685	-89.999995	0.042240	0.130095	-34.000000	94.000000	878.000000	35.500000	115.000000	149.000000			0.000000			0.000000			0.000000	0.308287	0.308287	1.000000
140	5	0.000987	0.001381	0.001179	-24.447586	-0.359043	-0.187230	-5.774775	-1704.000000	16501.000000	-3.779279	-239.000000	2464.000000			0.000000			0.000000			0.000000	1.184176	0.353888	0.298848
141	1									779.000000			116.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
142	5	0.001587	0.001869	0.002762	-175.541377	-0.147841	-0.130410	7.754902	-455.000000	7172.000000	-1.539216	-74.000000	920.000000			0.000000			0.000000			0.000000	1.904408	0.670900	0.352288
143	1									365.000000			23.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
144	1									673.000000			100.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
145	4	0.000294	0.000884	0.001391	161.913084	0.253442	0.140601	42.688889	1543.000000	9168.000000	-10.466667	-37.000000	872.000000			0.000000			0.000000			0.000000	0.307090	0.249570	0.812695
146	1									607.000000			15.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
147	1									479.000000			32.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
148	1									628.000000			109.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
149	1									1086.000000			32.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
150	4	0.000645	0.002706	0.002401	-104.162387	-0.154881	-0.167327	24.922222	-497.000000	9583.000000	0.511111	-87.666667	1083.000000			0.000000			0.000000			0.000000	0.580657	0.324963	0.559647
151	3	0.000333	0.000685	0.000343	-155.062598	-0.084481	-0.075227	12.812500	-256.000000	3113.000000	-3.687500	-46.000000	201.000000			0.000000			0.000000			0.000000	0.200038	0.149801	0.748862
152	1									403.000000			0.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
153	4	0.000361	0.000739	0.000457	9.760207	0.056321	0.113788	-16.791667	173.666667	4709.000000	3.333333	57.000000	466.000000			0.000000			0.000000			0.000000	0.324469	0.232638	0.716980
154	8	0.000667	0.001441	0.001555	-45.397445	0.126721	0.008126	6.358025	621.333333	14108.000000	-1.475309	37.000000	1906.000000			0.000000			0.000000			0.000000	1.109340	0.365554	0.329524
155	9	0.000976	0.002318	0.001467	-76.635776	-0.028160	-0.021797	-7.619048	-146.666667	44111.000000	3.579365	-3.166667	6711.000000			0.000000			0.000000			0.000000	2.139680	1.406091	0.657150
156	8	0.000849	0.001473	0.000753	-40.047588	0.112641	-0.028589	3.368421	749.333333	24628.000000	-0.430622	76.666667	3043.000000			0.000000			0.000000			0.000000	1.576884	0.390248	0.247480
157	5	0.000768	0.001196	0.000807	21.604601	0.084481	0.065198	-4.893750	374.000000	13890.000000	7.218750	169.500000	1247.000000			0.000000			0.000000			0.000000	0.988484	0.979753	0.991168
158	6	0.000853	0.001541	0.001449	-146.227531	-0.295683	-0.120863	48.613333	-1290.666667	17747.000000	-2.066667	-345.666667	3066.000000			0.000000			0.000000			0.000000	1.188558	0.453720	0.381740
159	2	0.001069	0.001532	0.000685	-118.715576	0.211201	0.233333	-2.595238	866.000000	3378.000000	20.857143	291.000000	405.000000			0.000000			0.000000			0.000000	0.320823	0.320823	1.000000
160	1									681.000000			42.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
161	7	0.000907	0.002042	0.001432	159.189785	0.133761	0.091593	11.152174	769.500000	62344.000000	-4.670290	71.500000	8997.000000			0.000000			0.000000			0.000000	1.633353	0.228260	0.139749
162	1									2197.000000			333.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
163	5	0.001035	0.000585	0.001986	-153.722098	0.000000	0.082462	13.113636	144.250000	9131.000000	1.590909	17.500000	772.000000			0.000000			0.000000			0.000000	1.242147	0.338381	0.272416
164	4	0.000781	0.001375	0.000834	160.010088	-0.056321	0.010813	23.176638	14.333333	6873.000000	5.347578	27.000000	953.000000			0.000000			0.000000			0.000000	0.702512	0.631193	0.898480
165	1									1064.000000			198.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
166	1									2236.000000			239.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
167	1									469.000000			12.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
168	10	0.000957	0.001026	0.001262	-114.515058	-0.018774	-0.010155	4.386243	-72.111111	23106.000000	2.804233	2.000000	4748.000000			0.000000			0.000000			0.000000	2.583773	2.228316	0.862427
169	2	0.000650	0.000000	0.000685	-159.445013	-0.253442	-0.063689	72.000000	-718.000000	2084.000000	4.222222	-12.000000	62.000000			0.000000			0.000000			0.000000	0.195109	0.195109	1.000000
170	3	0.000853	0.001170	0.001451	-44.431377	-0.168961	-0.092966	20.238462	-546.500000	5529.000000	-2.907692	-121.000000	654.000000			0.000000			0.000000			0.000000	0.512067	0.512044	0.999956
171	3	0.000413	0.000685	0.000343	-22.499999	0.042240	0.000000	48.875000	359.500000	2945.000000	11.375000	48.500000	305.000000			0.000000			0.000000			0.000000	0.248090	0.229783	0.926210
172	5	0.000938	0.001644	0.001998	-168.724233	0.274562	0.195166	1.283333	1660.500000	12765.000000	-13.566667	154.000000	1551.000000			0.000000			0.000000			0.000000	1.060355	0.242216	0.228429
173	1									547.000000			83.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
174	9	0.000966	0.002155	0.002757	68.000072	0.221762	0.095835	11.541667	1651.625000	95042.000000	-0.391667	138.125000	10275.000000			0.000000			0.000000			0.000000	2.319196	1.499814	0.646696
175	1									1924.000000			255.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
176	1									2096.000000			293.000000			0.000000			0.000000			0.000000	0.000000	0.000000	
177	2	0.000976	0.002166	0.000000	74.744877	0.000000	-0.276561	61.500000	492.000000	3390.000000	14.250000	114.000000	332.000000			0.000000			0.000000			0.000000	0.292918	0.292918	1.000000
178	6	0.001011	0.000742	0.001766	-9.710793	0.016896	0.019427	-8.920000	-9.800000	23030.000000	-6.060000	-49.600000	3893.000000			0.000000			0.000000			0.000000	1.517044	0.312632	0.206080
179	2	0.000766	0.000000	0.000969	153.434940	0.000000	-0.127021	14.500000	58.000000	1698.000000	-31.000000	-124.000000	202.000000			0.000000			0.000000			0.000000	0.229783	0.229783	1.000000
